FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4
-35.01406788,-63.44413186,0,0,121.047987,-18.88178423,37.08904248,0.558470642,21.66336565,21.3568563,0,0,67.82110531,0,0,129.2854496
2.138669995,-9.434713915,0,0,-34.32870392,-18.76836477,-25.3449572,0.553897477,114.6015549,-42.40734018,0,0,111.9888751,0,0,177.4756837
-22.54716445,-39.84670708,0,0,15.69122297,16.5237298,7.239671371,0.549327877,-221.8855124,38.2111262,0,0,-264.6412643,0,0,-65.17595167
-27.36268127,-60.37193959,0,0,94.28254725,-81.84311253,-5.800502778,0.544761943,237.1668474,-37.31814311,0,0,288.305272,0,0,269.7768479
9.082854515,-3.662521657,0,0,-88.58928229,25.89090572,-25.3066113,0.540199777,-141.1840198,0.326032114,0,0,-219.7439637,0,0,-10.51784046
-40.10619016,-68.21847946,0,0,123.2646238,-47.82154817,14.86525541,0.53564148,17.88665882,16.36336344,0,0,34.05113554,0,0,104.7666427
-2.913033092,-22.63353071,0,0,-28.83455462,-52.79842446,-36.62705206,0.531087151,125.9029736,-52.44269468,0,0,103.1240737,0,0,161.056799
-6.537881911,-25.33606508,0,0,3.383601519,18.67140234,9.157053816,0.526536891,-225.9646983,31.12761992,0,0,-282.407951,0,0,-90.48427555
-10.25768266,-35.90139733,0,0,89.26246893,-57.7483715,9.574373138,0.521990798,226.2620132,-31.24120967,0,0,286.3608664,0,0,244.6340414
6.417546571,-4.690295075,0,0,-85.80898665,37.16048489,-1.46074629,0.517448971,-137.3515393,0.876916198,0,0,-192.7699292,0,0,-16.86964081
-43.64787921,-69.76670957,0,0,127.8301371,-28.76142135,44.84671659,0.512911509,20.42419298,18.22916964,0,0,52.7179883,0,0,111.1556308
-15.07253027,-28.18954959,0,0,-7.869182047,-31.52656392,-11.70237091,0.508378509,147.5286549,-44.63336736,0,0,136.5520135,0,0,193.0113785
-28.40540926,-41.14162322,0,0,21.07066539,19.55913963,11.41617069,0.503850068,-218.9178705,30.08716636,0,0,-274.1872183,0,0,-69.03353713
-13.43046121,-33.52619742,0,0,95.34235863,-73.12415436,-11.29131425,0.499326283,225.4330636,-26.79885183,0,0,285.4311604,0,0,252.4192707
14.71630585,8.12731817,0,0,-91.32248387,29.76133846,-31.46827682,0.494807251,-140.0753659,14.32009491,0,0,-192.5727926,0,0,-18.00097222
-45.41998055,-72.87116123,0,0,126.9840837,-28.11901197,23.8572376,0.490293067,-2.745252337,17.14204121,0,0,36.62343412,0,0,95.2426593
-7.748549568,-22.79291764,0,0,-7.767068315,-31.70463272,-22.74499414,0.485783827,137.7137482,-49.6350012,0,0,142.785785,0,0,187.2539173
-8.4812787,-19.54430346,0,0,17.75727749,36.35092593,10.38283623,0.481279625,-231.4669178,41.46319753,0,0,-273.758658,0,0,-69.40299142
-10.60229453,-34.2516838,0,0,113.0132141,-57.20727981,0.1667679,0.476780556,227.9567035,-19.99063152,0,0,304.1406544,0,0,279.4590889
-2.779310579,-15.03397599,0,0,-74.29710944,16.00919623,-20.12821224,0.472286713,-124.7443699,5.330906393,0,0,-163.2887,0,0,16.98993744
-61.78507224,-87.32978544,0,0,139.0224095,-52.60906968,31.37114151,0.46779819,-5.010141397,8.137339078,0,0,40.53861721,0,0,105.7818605
-11.07809234,-20.05048567,0,0,-1.528779486,-43.5773501,-16.40319598,0.46331508,151.7793572,-55.058164,0,0,162.842054,0,0,200.6254268
-16.68264531,-28.74526281,0,0,4.010900837,30.0953446,20.99678835,0.458837475,-234.8999352,47.89926075,0,0,-282.6660573,0,0,-86.11761815
-15.79823828,-46.461682,0,0,100.8336891,-61.16903913,16.99277141,0.454365466,212.6415974,-14.45112973,0,0,281.8248809,0,0,242.4199148
27.76825767,14.43969503,0,0,-98.44639386,39.38034963,-6.633587145,0.449899146,-131.6359214,6.571709673,0,0,-175.7039703,0,0,-10.39567049
-16.30656993,-44.06096122,0,0,103.2431321,-7.198325311,46.69199421,0.445438605,-28.06881423,37.83624892,0,0,12.36050657,0,0,71.39844667
18.70425243,0.2264887,0,0,-16.01674341,-13.15272777,6.284748304,0.440983934,150.0418683,-30.89709185,0,0,170.8755298,0,0,195.0570967
14.39883767,-2.864456659,0,0,-5.58386467,47.84881396,37.62962792,0.436535221,-238.2738935,47.48528541,0,0,-275.9752229,0,0,-78.24718666
19.88589688,-9.415564643,0,0,83.62297136,-44.2518806,25.97880677,0.432092558,198.5899701,2.884319184,0,0,278.5767403,0,0,239.3304244
38.046783,27.73751968,0,0,-103.0994009,41.66299167,5.225157838,0.427656032,-128.9507996,21.37188894,0,0,-157.5082718,0,0,5.399657304
-48.6820949,-85.53754078,0,0,231.0585402,-48.45333148,83.55869989,0.423225732,14.1169114,57.02466852,0,0,114.5055188,0,0,134.0911557
-3.223577439,-32.60944892,0,0,98.89556545,-80.01158286,13.97663325,0.418801746,350.6018038,-37.97532885,0,0,459.0064691,0,0,362.3390579
25.64854519,24.73967183,0,0,-153.0448984,73.45243892,-15.95819703,0.414384161,-282.910316,12.42125829,0,0,-370.7746672,0,0,-107.3799522
-42.21604251,-66.93532726,0,0,145.8678898,-41.00387508,32.59209014,0.409973065,33.56039324,19.93299438,0,0,89.7135867,0,0,131.4488034
-7.784347487,-19.78191203,0,0,-0.995255975,-47.96342626,-17.9381467,0.405568543,140.2531156,-35.52355936,0,0,164.5854842,0,0,199.3741317
-3.990003743,-4.487787458,0,0,-52.94492118,27.45646957,-6.149659631,0.401170682,-204.5493493,5.069856262,0,0,-249.0991903,0,0,-48.16835813
-30.00264483,-47.72470107,0,0,117.6110908,-32.38748114,23.7842824,0.396779566,121.0353119,-8.044938501,0,0,194.6334569,0,0,190.8822551
-2.335083181,-12.85677293,0,0,-55.91143651,9.09598166,-9.649026981,0.392395282,-0.554817767,-36.54942516,0,0,-16.81155672,0,0,97.31808288
-42.59047008,-62.91088465,0,0,81.60681878,9.799045988,33.96634919,0.388017913,-229.4186685,35.18885781,0,0,-241.7078505,0,0,-58.0330707
-27.82549539,-51.82936216,0,0,129.2375123,-54.49009883,7.951640414,0.383647542,171.9064798,-5.908763693,0,0,258.1349333,0,0,227.9386109
36.13391539,35.64136773,0,0,-141.1866764,30.28160256,-40.19395896,0.379284255,-45.69960967,-30.1466214,0,0,-85.44561574,0,0,51.26284943
-18.5371206,-36.83797371,0,0,68.99097358,5.886114978,32.90127024,0.374928133,-169.1659105,49.9713718,0,0,-168.4256561,0,0,-33.64425734
-2.991398938,-30.23798077,0,0,33.01920361,-50.75551391,-5.893825571,0.370579259,185.3126139,-21.05368875,0,0,228.4558661,0,0,217.7953016
-5.672208817,-22.03773643,0,0,-87.67607235,20.83581137,-1.033561072,0.366237715,-167.5098629,-18.08367109,0,0,-233.2823277,0,0,-35.21934644
-48.52103939,-77.8116573,0,0,143.8780586,-43.0439208,46.6657633,0.361903582,42.77905647,-13.80494385,0,0,69.61024901,0,0,131.8527859
13.07635188,0.777734279,0,0,-36.8232843,-11.72272003,-14.22632951,0.357576941,123.1448191,-42.25886979,0,0,97.70023491,0,0,169.0390157
-26.58609366,-41.66860955,0,0,25.91954889,13.36842042,31.78483518,0.353257873,-202.3391137,33.34195211,0,0,-254.71536,0,0,-72.05140732
-25.95977504,-59.68730624,0,0,107.8623787,-73.55513935,13.93830324,0.348946457,209.6057335,-44.03539688,0,0,248.0387793,0,0,228.7214837
9.817018613,-8.999255697,0,0,-77.44525362,16.93885147,-16.42829897,0.344642774,-95.31296017,-23.15190993,0,0,-163.0461845,0,0,0.193779266
-41.00437217,-70.63967842,0,0,120.2911063,-28.64945131,33.54403474,0.340346901,-27.81982868,12.24523202,0,0,-6.772041664,0,0,58.1473057
5.876320955,-14.06244698,0,0,-16.50381855,-29.78770608,-27.03868297,0.336058918,155.8940162,-47.51924166,0,0,165.0053437,0,0,177.7585988
-6.048361516,-18.12968494,0,0,-21.33212519,48.28691615,6.202179889,0.331778902,-247.9458448,42.26073105,0,0,-300.6129626,0,0,-114.0670098
-14.48821821,-41.27617912,0,0,104.2346027,-39.14081868,14.83069546,0.32750693,173.1926608,-10.04167065,0,0,230.3599747,0,0,205.8144575
25.44454428,13.80811268,0,0,-108.1360093,32.61424288,-26.31488023,0.323243081,-99.73770051,5.604409384,0,0,-150.7691558,0,0,3.976860216
-33.30803313,-52.07362312,0,0,79.62871554,-13.2697331,24.5661951,0.318987429,-87.79611218,47.2590584,0,0,-63.97759155,0,0,23.5246687
-12.35240589,-24.47102705,0,0,-4.847984355,-44.51437246,-19.69658503,0.314740051,167.3241253,-48.28277373,0,0,192.8087772,0,0,200.8944619
-8.482718297,-17.68158855,0,0,-39.42510977,30.09289736,-2.675939527,0.310501023,-251.613459,23.72435437,0,0,-306.7356426,0,0,-111.0463559
-17.14595254,-39.64591495,0,0,90.32998818,-72.98172353,2.481735,0.306270419,158.0354392,-12.86111734,0,0,223.9998961,0,0,184.4272505
20.61794877,10.11153622,0,0,-117.3047126,7.778784997,-30.02886333,0.302048313,-96.02354835,-14.47242662,0,0,-132.0830365,0,0,-9.711595623
-22.39429197,-48.96082512,0,0,69.33546386,-1.157166076,27.18072932,0.297834781,-96.6902243,29.45378045,0,0,-65.5024987,0,0,5.726688867
-2.886137369,-21.50445449,0,0,-6.332866852,-29.72331186,-15.55463674,0.293629894,175.2710982,-39.5005417,0,0,217.4178786,0,0,198.8261886
-7.613943884,-24.14515947,0,0,-44.84573196,58.5845371,6.166240869,0.289433727,-257.9536878,32.73072313,0,0,-297.8371211,0,0,-123.61192
-24.31027429,-53.28703823,0,0,108.484479,-43.84794347,20.68027017,0.285246351,158.98206,-12.29250407,0,0,240.8024132,0,0,184.482923
15.41954631,12.24287857,0,0,-95.7643205,1.372951568,-24.00201637,0.281067838,-73.95752726,-9.120175148,0,0,-104.4727872,0,0,10.99256598
