Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4
543.3599996,2122,0.145054479,14.85351646,-47.20111487,28.05603237,-24.57259275,31.0172171,-37.91099271,14.85351646,0,-59.62071983,45.03471572,0,72.95024528,0,0,0
543.3679996,2122,0.142771323,14.61972235,-16.79016198,27.61443087,-28.3835972,30.5290066,-60.69310838,14.61972235,0,-105.964061,-3.957043872,0,-96.68494188,0,0,0
543.3759996,2122,0.140493402,14.38646414,-12.71771645,27.17384161,-37.71734051,30.04191517,-117.2008594,14.38646414,0,-27.62146029,78.85993089,0,144.3448518,0,0,0
543.3839996,2122,0.13822075,14.1537456,-50.85729258,26.7342717,3.885986501,29.55595069,-3.878443334,14.1537456,0,-114.1457749,-13.63364831,0,-69.76426163,0,0,0
543.3919996,2122,0.135953406,13.92157049,27.75893412,26.29572823,-49.72062211,29.07112098,-132.2470773,13.92157049,0,-31.75456152,67.54786096,0,32.2894593,0,0,0
543.3999996,2122,0.133691404,13.68994251,-35.31318833,25.85821824,-39.15882264,28.58743382,-55.88996206,13.68994251,0,-66.63847581,29.43333851,0,63.83543767,0,0,0
543.4079996,2122,0.131434782,13.45886537,-12.49822333,25.42174868,-54.39701544,28.10489692,-85.04665895,13.45886537,0,-97.24725457,-42.66855876,0,-93.41751899,0,0,0
543.4159996,2122,0.129183575,13.22834273,-18.458378,24.98632649,-55.63466221,27.62351793,-118.0616447,13.22834273,0,-30.51857752,102.9757617,0,118.5600013,0,0,0
543.4239996,2122,0.126937818,12.99837823,-60.87941301,24.55195854,-25.0406121,27.14330445,-8.006639814,12.99837823,0,-116.5282075,-4.674068638,0,-91.65875905,0,0,0
543.4319996,2122,0.124697548,12.76897548,10.49565023,24.11865165,-82.46411236,26.66426401,-144.10568,12.76897548,0,-33.22640649,39.29648846,0,21.49015205,0,0,0
543.4399996,2122,0.122462798,12.54013805,-47.94339316,23.68641257,-55.82295591,26.1864041,-54.7241009,12.54013805,0,-85.45588148,37.06751111,0,29.43758009,0,0,0
543.4479996,2122,0.120233604,12.31186951,-15.28787212,23.25524803,-47.22273604,25.70973213,-91.80077462,12.31186951,0,-102.1077468,-34.99227588,0,-112.6609212,0,0,0
543.4559996,2122,0.118009999,12.08417337,-17.50557836,22.82516468,-67.42706053,25.23425547,-139.7415252,12.08417337,0,-22.73487927,91.18790579,0,124.1349943,0,0,0
543.4639996,2122,0.115792019,11.85705315,-54.93821683,22.39616914,-61.34822856,24.75998143,-25.95767847,11.85705315,0,-123.7159401,-12.90101364,0,-88.66651386,0,0,0
543.4719996,2122,0.113579697,11.63051231,19.9899183,21.96826796,-96.54883794,24.28691725,-155.8719675,11.63051231,0,-32.76832704,35.15640008,0,39.23923071,0,0,0
543.4799996,2122,0.111373066,11.40455429,-42.03435908,21.54146764,-75.43787608,23.81507013,-63.74183292,11.40455429,0,-64.94464975,46.67340367,0,59.18017845,0,0,0
543.4879996,2123,0.109172161,11.1791825,-13.82962433,21.11577464,-90.49241258,23.34444719,-86.72201498,11.1791825,0,-94.12354007,-15.82752884,0,-108.328142,0,0,0
543.4959996,2123,0.106977013,10.95440035,-10.02640985,20.69119535,-100.3679884,22.87505552,-130.1920801,10.95440035,0,-15.2292726,94.3001094,0,130.2845262,0,0,0
543.5039996,2123,0.104787657,10.73021118,-45.82267235,20.26773613,-79.67402284,22.40690213,-17.86454159,10.73021118,0,-102.4319953,-24.85000657,0,-60.43419548,0,0,0
543.5119996,2123,0.102604124,10.50661833,31.86437311,19.84540326,-98.03113311,21.93999398,-125.7893729,10.50661833,0,-29.25061739,54.28016904,0,43.28019484,0,0,0
543.5199996,2123,0.100426447,10.28362511,-25.24926682,19.424203,-57.77755506,21.47433798,-10.68724211,10.28362511,0,-76.44735787,96.21998949,0,36.04891554,0,0,0
543.5279996,2123,0.098254657,10.06123479,0.615436733,19.00414153,-91.30416546,21.00994096,-50.72349444,10.06123479,0,-95.76570964,9.28796571,0,-126.2869995,0,0,0
543.5359996,2123,0.096088787,9.839450633,1.846838184,18.585225,-99.81891264,20.54680972,-110.6267459,9.839450633,0,-10.42692656,114.9291961,0,117.403074,0,0,0
543.5439996,2123,0.093928868,9.618275849,-49.74296395,18.16745949,-48.0266517,20.08495098,20.35886886,9.618275849,0,-108.0082605,23.97178078,0,-96.1436379,0,0,0
543.5519996,2123,0.091774931,9.397713636,17.72604573,17.75085103,-88.01123814,19.62437143,-107.8742891,9.397713636,0,-41.62558435,79.4581008,0,-2.81170497,0,0,0
543.5599996,2123,0.089627007,9.177767165,-29.36649017,17.33540561,-69.53821313,19.16507767,-28.04573956,9.177767165,0,-73.23139564,72.05661815,0,31.29561354,0,0,0
