Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Aux1,Aux2,Aux3
527.3359996,2059,1.689182172,102.1686983,-104.0042661,3.80E-09,-5.886608275,3.80E-09,-107.1990462,-2.00E-09,-17.55625896,-78.68589289,160.571599,3.80E-09,-49.08409198,-1.02E-08,3.80E-09,3.80E-09,0.002274978,-0.001852676,0.011313543
527.3439996,2059,-47.19959658,95.03598189,7.487644201,3.80E-09,14.91566851,3.80E-09,66.44787707,-2.10E-09,3.103949094,-191.1844133,-317.3013674,3.80E-09,-67.64253537,-1.02E-08,3.80E-09,3.80E-09,0.00517893,-0.000512386,0.01140517
527.3519996,2059,1.313557421,104.5402569,127.0746761,3.70E-09,207.1931834,3.70E-09,84.43336097,-2.10E-09,-48.98967859,18.7755561,252.7726626,3.70E-09,2.937597904,-1.03E-08,3.70E-09,3.70E-09,0.005104508,-0.00081845,0.011620501
527.3599996,2060,-4.383405909,119.162094,-196.1049718,3.70E-09,-172.3863429,3.70E-09,-117.0352782,-2.10E-09,18.36263588,-195.9223781,-176.8159326,3.70E-09,-89.20168947,-1.03E-08,3.70E-09,3.70E-09,0.003858942,-0.000954987,0.011067393
527.3679996,2060,-59.77043684,83.1337467,195.1589331,3.70E-09,196.7050908,3.70E-09,183.8661427,-2.20E-09,-47.69780382,-57.13313666,-45.29242566,3.70E-09,-12.75838049,-1.04E-08,3.70E-09,3.70E-09,0.005033475,-0.000765748,0.011431875
527.3759996,2060,1.589632025,109.6374535,-87.26298136,3.70E-09,-19.64176014,3.70E-09,-84.86782836,-2.20E-09,-19.62153544,-76.15696056,176.8418563,3.70E-09,-32.1112428,-1.04E-08,3.70E-09,3.70E-09,0.001642634,0.000822553,0.007655668
527.3839996,2060,-52.27992047,107.5928071,22.33524144,3.70E-09,-2.011473614,3.70E-09,77.20898007,-2.20E-09,8.45510237,-186.6659405,-309.5728553,3.70E-09,-51.35296736,-1.05E-08,3.70E-09,3.70E-09,-0.0024392,0.003609256,0.002084803
527.3919996,2060,-6.265572866,113.1686722,146.3644216,3.60E-09,188.0223587,3.60E-09,89.05986234,-2.30E-09,-42.61125996,25.07190802,253.5338431,3.60E-09,20.15349195,-1.05E-08,3.60E-09,3.60E-09,-0.001675893,0.00329566,0.002825227
527.3999996,2060,-15.83977265,120.5189314,-185.6387997,3.60E-09,-182.3731948,3.60E-09,-115.1923386,-2.30E-09,12.35379538,-191.1025595,-169.3250763,3.60E-09,-81.96284165,-1.05E-08,3.60E-09,3.60E-09,-0.001068894,0.0024458,0.004109724
527.4079996,2060,-80.16818536,67.97871747,198.3340915,3.60E-09,203.2106763,3.60E-09,184.7953417,-2.30E-09,-53.89652086,-63.17012289,-54.71848153,3.60E-09,-8.832228407,-1.06E-08,3.60E-09,3.60E-09,-0.001841053,0.003265702,0.002672354
