Time:1Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id,Event Date,Event Duration
20.3359999999,41,8.8928794410,8.7424434584,8.9740456529,8.8910693645,8.6496452145,8.5583911237,8.7505426901,8.6059929124,8.8706188068,11.3596366127,9.6174153557,8.6544382304,8.5374928777,8.8354707464,8.3658853138,8.6571420098,,,
20.8319999999,42,8.6832189094,8.5328884908,8.6243355242,8.6333323929,8.8293185754,8.4382431845,8.7461334238,8.7484610010,9.0144582771,11.5509645951,9.1491868615,8.5589338585,8.9735007397,8.6629028823,8.5507542211,8.6852001333,,,
21.3280000000,43,7.6964593176,7.0718994546,8.1361111845,7.7057422002,8.7366051393,7.5011687666,8.0127115969,7.7703905225,8.6231920709,11.5510145839,8.6645339745,7.6044033461,8.8396607763,7.2613877451,7.7577087674,7.7245315499,,,
21.8239999998,44,8.2777513513,7.9928376907,8.6605789923,8.5278264624,9.1197818213,8.5222154415,8.4469282803,8.4144612728,8.9726703916,11.5475600947,8.8807081696,8.5461293576,8.8284610270,8.4965496301,8.2266758723,8.4249601714,,,
22.3199999998,45,8.5146998808,8.6452777849,8.6313603882,8.8591593061,9.3802497611,8.7278590042,8.9680578474,8.9864857376,8.8765253902,11.5641200756,9.0782643942,9.1469371425,8.8563353260,8.8940582352,8.6961692953,8.9163830441,,,
22.8159999999,46,8.3073570476,8.7769734490,8.2642000193,8.6500509935,9.0407690547,8.1590858582,8.9234965771,8.8145497712,8.5893962793,11.5435023820,9.1504186846,9.0975233336,8.6757109018,8.8412989625,8.5586808822,8.7519989414,,,
23.3119999999,47,7.8773305723,8.2824253389,8.1136173357,8.0951478404,8.3599814142,7.3281001436,8.3527101228,8.0353768687,8.4533773563,11.5360800885,8.9183506675,8.4447935477,8.3046892864,8.3448207548,7.9120948525,8.0949846415,,,
23.8080000000,48,7.5145421763,7.6700675090,7.6233949169,7.0536953260,8.4310242393,6.8428155508,7.7155647293,7.3220067912,8.2348778614,11.5558767168,8.5595878345,7.6147674961,8.1809885868,7.0346513446,7.3048293979,7.4361575996,,,
24.3039999998,49,7.6580910364,7.8724547159,7.5532802405,7.3085100005,8.4469550631,7.1334106361,7.7476475198,7.2161017868,8.1633108402,11.4976041600,8.5468617043,7.5761749572,8.0645919833,7.1082217012,7.1973156727,7.2022541884,,,
24.7999999998,50,7.4896102631,7.5316411099,7.7085150680,7.3955637058,8.5232414208,7.2937983770,7.9217788540,7.1971011941,8.1836178728,11.5178111747,8.5510863356,7.7242500845,8.2217539965,7.4377945458,7.0889214427,7.1530150211,,,
25.2959999999,51,7.3851523791,7.1297788162,7.8375127683,7.2764403720,8.4372432869,7.2029842749,8.0860409373,7.2371354213,8.3014077331,11.5954999474,8.5541994854,7.9542598809,8.3415390185,7.2692262035,7.0479282673,7.3025458325,,,
25.7919999999,52,7.3711240648,7.8471400149,8.0856438849,7.4254147392,8.2207958954,7.1406596573,8.1720784796,7.3350328390,8.3000715470,11.5951811646,8.6359976171,8.1090668307,8.3573066773,7.2557419529,7.3872836790,7.7540644082,,,
26.2879999999,53,8.2360184641,8.6992894208,8.0841207273,7.3225266477,8.0557383761,7.2101636723,8.0109129381,7.3878461425,8.2338424990,11.5909031488,8.7513552543,8.1160493929,8.3233479016,7.1977019071,7.5537538905,7.8823753647,1111,27.1541664554,0.0000000000
26.7840000000,54,8.6597627151,8.9044572896,7.7668735632,7.3325983017,7.8194204498,7.4709444427,7.7646699892,7.5145595537,8.1738351319,11.6025623863,8.8539512737,8.1101057802,7.9696966896,6.9890952289,7.9210145641,7.7483122968,,,
27.2799999998,55,8.8455928506,9.1795336649,7.6787484174,7.9714978872,7.8041476421,7.6429147643,7.6454365734,7.5750652390,8.1753266092,11.6168848340,8.9696565601,8.4328927346,7.9012639137,7.9793963043,8.1420871290,7.7986259245,,,
27.7759999998,56,8.9631232435,9.3186077122,7.6816974060,8.2457128301,7.8670519295,7.5829391139,7.6744779260,7.9523241296,7.9993186637,11.6372528253,9.0019942220,8.5224966754,7.8898893192,8.0517086524,8.0026841543,8.0740462826,,,
28.2719999999,57,8.4536180501,8.5922446888,7.6734901170,7.9183711252,7.8590736123,7.3756382596,7.6621494375,7.9411395815,8.2423915823,11.6289808356,8.8084403797,8.0477738755,8.0689502410,7.6989299120,7.5675478516,7.9059878460,,,
28.7679999999,58,7.5300669911,7.1620652506,7.6569321863,7.3861384068,7.9558515025,7.4866919856,7.6616469975,7.4299460106,8.2898266008,11.6038179193,8.5454602816,7.7373633957,8.2592302726,7.4982836975,7.0453366185,7.4081435529,,,
29.2640000000,59,7.6863915111,7.6900762313,7.8756623741,7.3522405677,8.1539722550,8.0411713887,7.8887695792,7.3615728042,8.3293053478,11.6138428247,8.6417111789,8.1309009693,8.2303441458,7.2027919867,7.2606921083,7.4052351255,,,
29.7599999998,60,9.1833729879,9.4031056328,8.2284707250,7.8486177592,8.5584681834,8.5527502756,8.3206219963,7.8414642638,8.4786364028,11.5790232940,9.1104463509,8.8237812941,8.1851825621,7.3466033980,7.8050365246,7.8831389367,,,
30.2559999998,61,9.2332080529,9.4094068730,8.4016542474,8.0522752928,8.6469564098,8.6364438390,8.4253147456,7.8557985690,8.4982006493,11.6015094417,9.1744466005,8.8325256371,8.2272261191,7.6326490768,7.9346117057,7.9554172548,,,
30.7519999999,62,7.9820828611,7.8679590299,8.1564445732,7.7882563240,8.4035781712,8.1467754349,8.1876705470,7.6217644133,8.3243335037,11.6301568612,8.8595193632,8.1691942997,8.0450602378,7.5987438400,7.6674965135,7.8015263309,,,
31.2479999999,63,7.5504034477,7.2177877875,7.5772129302,7.3421632791,8.1698967399,8.1878667904,8.0263825547,7.5641100604,8.2719130132,11.7159835353,8.5860101293,7.7380080427,7.9108941146,7.0520928099,7.2793875657,7.7946676729,,,
31.7439999999,64,8.5810405092,8.6089376676,7.8771498146,7.5691617804,7.9949178837,8.5081927027,8.0797479405,7.5945537800,8.8207104345,11.6927030489,8.6091361406,8.0993647691,8.0522074571,7.7210456633,7.3761428584,7.8322611324,,,
32.2400000000,65,8.6280396579,8.6047128713,8.0646037963,7.5965315421,8.2413884252,8.4534068468,7.9839040293,7.6935437650,9.1035311427,11.6230870798,8.5869412765,8.1342184948,8.2310816367,8.2403519454,7.3904534702,7.7567925027,,,
32.7359999998,66,7.8192121735,6.3658960208,7.8251902985,7.2821644257,8.3536193264,8.4235271790,7.6898879907,7.2651536776,8.7190797624,11.6132013651,8.4484558475,7.5904334839,8.0805002614,7.8925274835,7.0107651096,7.2810929667,,,
33.2319999998,67,7.9322879114,6.3410410262,7.6535407754,7.2498946522,8.2540397929,7.9625279756,7.6344593574,7.1436271171,8.3655797561,11.6074452125,8.5128806074,7.5545951007,7.8506712669,7.2939895390,7.0617390605,7.2078698484,,,
33.7279999999,68,7.7194787387,6.4421977583,7.6618930417,7.1721678833,8.0786078209,7.0676941868,7.8089583952,7.3539414095,8.3411731428,11.5959450683,8.5277344151,7.5653765633,7.8482056122,7.2019516590,7.0696107881,7.2350884860,,,
34.2239999999,69,7.5237941854,6.9531813607,7.7916708586,7.2843665398,8.0274122937,7.1929335917,8.1126704053,7.5854187687,8.3678698095,11.6034526557,8.4760667131,7.7697643651,8.0213496545,7.6636061753,7.2963077469,7.6152194234,,,
34.7200000000,70,7.4014700887,7.0156092623,7.7860668658,7.2226420314,7.9813192646,7.1998130121,8.1309055325,7.5462399883,8.3885274941,11.6079770967,8.4372393576,7.7816772449,8.0262618485,7.6230824555,7.3523929059,7.7279952667,,,
35.2159999998,71,7.9244846537,7.4617921015,7.8093007348,7.2093389516,7.9209491123,7.4978377977,8.1730726830,7.4094545283,8.2982649716,11.6109664158,8.4812282567,7.5691322704,7.9898159343,7.4399583591,7.2111438014,7.4977056693,,,
35.7119999998,72,7.9465215014,7.6985460369,7.8140185803,7.2913694656,8.2014728087,8.2566720154,8.1162607384,7.3608699652,8.3347036393,11.6128175046,8.5328324213,7.6255683353,8.0848371206,7.6225552114,7.2076980449,7.4806701151,,,
36.2079999999,73,7.3626322334,7.4154268521,7.6159996494,7.1891772978,8.3779456510,8.2987923502,7.7655242893,7.3183633521,8.3042860975,11.6155506933,8.5962798907,7.6013125658,7.9639130396,7.3886893034,7.0569720317,7.4441902138,,,
36.7039999999,74,7.3878324822,7.0545464443,7.5058189560,7.0825444937,8.2849049155,8.2679661924,7.5941784129,7.3007816665,8.2692065480,11.6166785031,8.6925235789,7.5005325752,7.8595589857,7.2846234611,6.9716535219,7.3972770668,,,
37.2000000000,75,7.4368905775,6.5024952515,7.4994259855,7.0538531286,8.0442481081,8.4508661552,7.5659372700,7.2493833073,8.2493632570,11.6088370381,8.7250131448,7.5307734868,7.8318288069,7.3575930542,7.0681511622,7.2795612318,,,
37.6960000000,76,7.3877788899,6.3627538051,7.5279240148,7.0692292483,7.8666590218,7.9005131160,7.6530277726,7.3066664747,8.3099914847,11.6148477163,8.6502105962,7.5793694956,7.8720678152,7.3301420533,7.0808233493,7.2103325986,,,
38.1919999998,77,7.6040765958,7.0287336270,8.0448996091,7.5583559157,8.1001638726,7.9666662371,8.0248785544,7.5287583738,8.9418744633,11.6180552878,8.5806873864,7.7182887620,8.2781675062,8.0927277042,7.5703757967,7.6001221162,,,
38.6879999998,78,8.2219313966,8.3124018636,8.1328113135,7.7114741155,8.1201647949,8.5661346637,8.0531241755,7.4849358973,9.0072997705,11.6200543161,8.6227625437,7.7993166819,8.3457096652,8.1971534096,7.6338037461,7.6467936423,,,
39.1839999999,79,8.4864945879,8.4058908511,7.8964295544,7.6416626893,7.9606845894,8.4030444873,7.7620329175,7.3743598047,8.4527660200,11.6210764696,8.5765800356,7.6436111931,8.0178162856,7.6355262748,7.2188562057,7.3936059482,,,
39.6799999999,80,8.3783832877,7.3080701029,7.9350632021,7.6159279861,7.9403354975,8.0525144803,7.6727438100,7.3037357879,8.3676420321,11.6115471166,8.5215461786,7.5634252867,7.9838284061,7.7428787020,7.1476407488,7.3927913018,,,
40.1760000000,81,8.1624415921,6.4341367926,7.9100299516,7.5617790719,7.9345099740,8.0588266666,7.6332521929,7.1843357384,8.3178991490,11.6069138029,8.6244427272,7.6034363995,7.9427208824,7.8807914280,7.0899707312,7.3434563641,,,
40.6719999998,82,7.9172828750,6.3290929886,7.8787151551,7.4814987532,8.1899016174,7.7917779500,7.5930229961,7.1990332626,8.4494849064,11.6096386973,8.6987973446,7.5844484194,8.0771588438,7.9369542768,7.2941768991,7.3256940778,,,
41.1679999998,83,7.6739850614,6.3165759684,7.6481297847,7.1908459562,8.1929812574,7.1276182339,7.6183856682,7.1688719200,8.2843514248,11.5947622140,8.7157462938,7.5714814113,8.0447592198,7.3007777308,7.2201958678,7.2188064236,,,
41.6639999999,84,7.4360591439,6.5230724294,7.5801115783,7.2616060994,7.8905838792,6.9720396168,7.6407504433,7.3225424828,8.0138155782,11.5869524229,8.7556517334,7.7715898023,7.8044829002,7.0502696565,7.0335814922,7.1995224079,,,
42.1599999999,85,8.3190464721,8.0227305683,7.5732617658,7.2705720159,7.8198162892,7.1157048808,7.7203619077,7.4873548829,8.0302114850,11.5968464003,8.7178096537,7.9847719831,7.8238096983,7.0843832896,7.1103071214,7.3964850039,,,
42.6560000000,86,8.4906441020,8.1295104825,7.8225138560,7.5263859124,8.0428210611,7.5375199675,8.0124449631,7.7276740920,8.1965816769,11.5971008380,8.5786673865,8.0888472259,7.9566813010,7.4062647755,7.6043820349,7.7750759347,,,
43.1519999998,87,7.8394463959,7.0458606590,7.9479392617,7.5966013883,8.0918897523,7.4922319113,7.9062270086,7.5699347806,8.5372698538,11.6009004673,8.5179613237,7.9429826811,8.0314754261,7.8395193491,7.6194147142,7.6799308681,,,
43.6479999998,88,7.4035561054,6.4735701726,7.6902974450,7.2352480595,7.9328250054,6.9896890634,7.6702797722,7.2336249712,8.4400054633,11.5956884183,8.6957088316,7.6683935507,7.9263452310,7.4828336630,7.1135303478,7.1787978297,,,
44.1439999999,89,7.3009346560,6.2998134505,7.6189631136,7.0863112725,7.8239380502,7.1130565935,7.6775728810,7.1668955959,8.3203840889,11.5803856567,8.7988006865,7.5893299816,7.7947408431,7.6168147731,6.9274073472,7.0379438886,,,
44.6399999999,90,8.6734232969,8.6085391080,7.5881032753,7.0474431391,7.7777219690,7.0878151338,7.5556678742,6.9952938260,8.5301154151,11.5778459019,8.6778567681,7.8499011852,7.8929006912,7.5646517014,6.9995607274,7.1294336574,,,
45.1359999999,91,8.7273663243,8.7032017629,7.5826572035,7.1241905160,7.9464508717,7.9733697202,7.6636346334,7.2731941916,8.5095165195,11.5938886483,8.6404584144,7.9402445882,7.9629760234,7.6246151139,7.0759330608,7.2854534578,,,
45.6320000000,92,7.5981188355,7.4500989708,7.6296012984,7.1676384636,8.0455402943,8.4198820285,7.6511822113,7.2863582361,8.3673154901,11.5957790709,8.6136612367,7.7863040661,7.8929920777,7.6913012192,6.9943050959,7.2599198042,,,
46.1279999998,93,7.6735086964,7.5658969431,7.8801985123,7.2636759628,8.1963329262,8.4441467540,7.5556341195,7.2991569055,8.7223613816,11.5932521319,8.5648266682,7.9491507320,8.1846356926,7.7066064794,7.1199546410,7.3626343297,,,
46.6239999998,94,7.5249777969,7.0727000621,7.8649632631,7.2345611558,8.1411082325,8.1051721048,7.5316319919,7.3184951162,8.6742909420,11.6041475545,8.5231930198,7.8087878557,8.1692701948,7.7249520216,7.1669945901,7.3226776605,,,
47.1199999999,95,7.4325904410,6.4640098397,7.5004747164,7.0541750345,7.9142251077,7.1030656276,7.6337999959,7.2624270061,8.2764957237,11.5882352028,8.4189913447,7.5747081895,7.9428730658,7.1775485709,7.0814803037,7.2289349711,,,
47.6159999999,96,8.2240156146,8.0542264849,7.4563331463,7.0566942176,7.8951927571,6.7774220650,7.6452704754,7.2135597683,8.4415446906,11.5741763411,8.6500231353,7.7238898866,7.9638863767,7.1440769377,7.0194851443,7.1995707898,,,
48.1120000000,97,8.2746631310,8.0837889634,7.5229522061,7.0726217565,7.8393088439,6.8734893909,7.5157727182,7.1463180541,8.3530943491,11.5869525463,8.6453360363,7.6405977172,7.9604280691,7.4767306190,6.9143054416,7.1622019062,,,
48.6079999998,98,7.5844784465,6.6909675012,7.7489784045,7.1197308695,7.8301979580,6.8493038110,7.5263536534,7.3168469479,8.3159275569,11.5832048407,8.4135011971,7.4844678533,7.9263780141,7.6626099783,6.9821635767,7.2196751056,,,
49.1039999998,99,7.3250572586,6.2328643559,7.7759816909,7.1103382361,7.8629332822,7.5143413613,7.5132871387,7.2536771175,8.5424421640,11.5711340549,8.4050955221,7.4548758061,7.8317064999,7.8714818240,6.9689069377,7.1242089693,,,
49.5999999999,100,8.4762433422,8.2889102401,7.5643746046,7.0433271154,8.0637338117,7.8639366281,7.5246936829,7.1485364950,8.8432394612,11.5811943174,8.6248900447,7.6921059538,7.9050250465,7.9350746974,7.0196691861,7.1062582223,,,
50.0959999999,101,8.5067378385,8.3255353473,7.5094166975,7.0743559790,8.1802196148,7.9598600580,7.6336059031,7.4436603796,8.5958113865,11.5861362322,8.6193940578,7.7474526207,7.8943583886,7.7633059761,6.9998429399,7.2591538752,,,
50.5919999999,102,8.3946559500,8.2074889170,7.5152321742,7.1647013242,7.9992220276,7.6839831622,7.6840737457,7.4615348534,8.2705360122,11.5782737373,8.5597822864,7.6513732353,7.8157832286,7.6756532914,6.8799717458,7.2941638007,,,
51.0880000000,103,8.4746604069,8.3423340292,7.4953492057,7.2029153875,7.9075443877,6.8967165945,7.6479689106,7.2922057465,8.2980905665,11.5812783910,8.5800418680,7.6591981017,7.8159763930,7.2273949347,6.9502933827,7.2253284673,,,
51.5839999998,104,7.8135229495,7.3329970829,7.4341068226,7.0700688143,8.0485724687,6.8258831836,7.5546461260,7.1743956280,8.0960616342,11.5915973249,8.5674927788,7.5832240535,7.8495476011,7.0704428800,7.0238644421,7.1499685352,,,
52.0799999998,105,7.6453604655,6.7464675885,7.5240866775,6.9970337084,8.0468697578,6.6298511463,7.5066781972,7.0659539613,8.1620054881,11.5857188937,8.5804421286,7.5366420471,7.8554925015,7.1941767934,7.0285287410,7.1078460768,,,
52.5759999999,106,7.4584920010,6.6251540367,7.5785462869,7.0249229355,7.8898212825,6.6875486451,7.5847970767,7.3252623386,8.1822979708,11.5907012885,8.4734305679,7.5118739356,7.8461526311,7.4812737635,7.2691183028,7.2949342203,,,
53.0719999999,107,7.3751573985,7.1781133578,7.8089112391,7.2453809399,7.8580292277,6.8303377444,7.5792094780,7.3443386311,8.0998791364,11.6000053208,8.5904487807,7.6350346201,7.8235490152,7.4546273489,7.4016448191,7.3896526411,,,
53.5680000000,108,7.4095717181,7.2189238513,7.8512478300,7.3457616746,7.8738812362,7.1576577646,7.5701420214,7.2147032123,8.3163546218,11.5953365441,8.6893384307,7.6328279400,7.8163851662,7.9088712724,7.2115847583,7.3354561502,,,
54.0639999998,109,7.6523709520,6.5507765762,7.5110515285,7.1853779477,7.7944490618,7.2320598545,7.7478537859,7.3507080953,8.2689920895,11.5968202948,8.5869595359,7.4657847165,7.7672091127,7.9133468153,7.0192869413,7.2796196619,,,
54.5599999998,110,8.2499626240,8.3610178188,7.4695240688,7.1025361050,7.7846756822,6.8770492851,7.7775371935,7.3525997591,8.0683354429,11.5938310560,8.6022761431,7.5811155805,7.7409299725,7.7432857904,6.9438668522,7.1937300024,,,
