Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4
874.5279994,3416,-0.041624971,-0.025131247,0.020810953,0.142141563,0.074298711,-0.105693798,0.005517561,0.186902033,-0.089688139,-0.052499917,0.103140979,0.323653575,0.128857104,-0.157105472,-0.066294545,0.001144098
874.5359994,3416,-0.05722528,-0.217909187,0.025723502,-0.0427263,0.064066697,0.035865936,-0.038692049,0.100386062,-0.085045435,-0.030345098,0.002318977,-0.030738153,0.008329068,0.063227175,0.050751593,0.0811204
874.5439994,3416,0.154153194,-0.13127252,-0.027546263,-0.01773329,0.025147416,0.155922235,0.052899853,0.116156703,0.036201686,-0.200702143,-0.179178012,-0.21599262,-0.01488889,0.021101377,0.073368856,0.197190526
874.5519994,3416,0.039911567,0.002092791,-0.059030516,-0.117361739,0.090224543,0.092654769,0.126889301,0.165750883,-0.03546748,-0.070028192,-0.056154016,0.084788367,0.088687839,-0.008232924,0.018419941,-0.000390793
874.5599994,3416,-0.068568012,0.10616785,0.116017131,-0.078786859,0.14900191,0.034270126,-0.003741062,0.153826709,-0.104990204,0.100566824,0.173281622,-0.074273172,0.180920822,0.154723208,-0.045135423,0.065109349
874.5679994,3416,-0.155836674,-0.028340805,0.138069984,-0.137283653,-0.036837842,0.081962799,-0.007743835,0.228494963,-0.015880708,0.028502233,0.098733535,-0.126860282,0.053376376,0.020432265,-0.027981778,0.20321243
874.5759994,3416,-0.250705543,-0.041272861,0.038337539,-0.277162203,0.198985392,0.094210976,0.011246285,-0.028037815,-0.134108914,-0.117325812,0.06026927,-0.152257651,-0.019219778,0.025042403,0.275615413,0.211646264
874.5839994,3416,0.061291605,0.096363578,0.028370611,-0.02214907,0.286821718,0.090212537,0.058140306,-0.265726507,-0.006165283,0.054909815,0.00364775,-0.293307022,0.025440518,0.240356007,-0.014456989,-0.055385536
874.5919994,3416,0.233291535,-0.203650074,-0.058816703,0.1699845,-0.014134519,0.112324028,0.064071623,-0.045137913,0.235389323,0.057726625,-0.243840289,0.082996143,0.172000717,0.228540021,-0.081752833,-0.18898202
874.5999994,3416,0.042192623,-0.233320365,-0.144503597,0.090195169,0.036711772,-0.046374989,-0.081705711,-0.004261727,-0.01395815,-0.112562133,-0.038986315,0.078655487,0.183545246,0.056102405,0.226147147,0.033108779
874.6079994,3416,0.039561435,0.096795166,0.051433108,0.013746983,0.137526811,-0.17732096,-0.095301235,0.014609427,-0.013332769,0.004575943,0.228206569,-0.062555872,0.02528831,0.018841512,-0.10314334,-0.00561743
874.6159994,3416,0.190853936,0.135754564,0.019227837,0.055102178,-0.002045364,-0.080007458,-0.087000135,0.135383538,0.248336857,0.019545444,-0.062993922,0.047085185,0.275996147,0.072608577,-0.183508689,0.028200423
874.6239994,3416,0.018494293,0.073057804,-0.103244446,0.080158793,0.063325078,-0.048692836,-0.158488695,-0.06715692,0.155928618,-0.009883002,-0.027342703,-0.068171996,0.236322841,-0.14639275,-0.053555316,0.080499989
874.6319994,3416,0.068277509,-0.090959873,0.063024492,0.044949445,0.129146359,0.098737259,-0.093716276,-0.040968263,0.026722427,-0.036897613,0.181259749,0.130262509,-0.167672109,-0.047109611,0.062063586,-0.085135058
874.6399994,3416,0.229941913,-0.118424976,-0.144509656,0.151522494,-0.19964683,-0.010311773,-0.107587094,0.185906745,0.065712661,-0.15365114,-0.025207383,0.231751896,-0.155910231,0.07208365,0.08246466,0.069686158
874.6479994,3416,-0.027435156,0.047918492,-0.024149027,-0.136874778,-0.157726384,-0.248652313,0.002924604,0.191872304,0.031847835,-0.013938634,-0.139740046,-0.131480577,-0.123274587,-0.137676961,-0.008635099,0.206585858
