Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4
728.6319995,2846,-2096.144103,-2095.348006,-3.95E-07,-2096.452859,-2094.824329,-2096.025484,-2095.968095,-2096.513529,-2405.128062,-2405.12344,-2407.230417,-2409.154345,-2405.312976,-2406.406672,-2409.23436,-2409.843724
728.6399995,2846,-2118.720707,-2117.954432,9.45E-08,-2118.8392,-2117.103634,-2118.433743,-2118.610377,-2118.939182,-1868.84796,-1868.899291,-1870.538039,-1871.960166,-1868.855412,-1869.565107,-1872.049818,-1872.461589
728.6479995,2846,-2240.978566,-2239.962808,5.42E-07,-2240.935585,-2238.97904,-2240.234994,-2240.311539,-2240.854386,-2380.874033,-2380.70196,-2382.85831,-2384.575424,-2380.642082,-2381.53256,-2384.738094,-2385.538528
728.6559995,2846,-2028.102232,-2027.095842,4.00E-07,-2028.260809,-2026.515154,-2027.457842,-2027.42691,-2027.919239,-2039.149128,-2039.114607,-2040.966702,-2042.702941,-2039.364079,-2040.120336,-2042.855338,-2043.379688
728.6639995,2846,-2137.031897,-2136.151576,4.07E-07,-2137.219802,-2135.561013,-2136.622836,-2136.64248,-2137.19366,-2065.557541,-2065.551169,-2067.243527,-2068.90371,-2065.806028,-2066.598075,-2069.386254,-2069.697261
728.6719995,2846,-2056.512977,-2055.477498,4.33E-07,-2056.555295,-2054.936794,-2056.025325,-2056.086032,-2056.598935,-2171.949968,-2171.856521,-2173.675206,-2175.31154,-2172.002637,-2172.766542,-2175.596051,-2176.139298
728.6799995,2846,-2016.515097,-2015.367555,3.95E-07,-2016.488128,-2014.781396,-2015.920549,-2015.799532,-2016.418051,-1942.445087,-1942.250082,-1944.100915,-1945.719005,-1942.514532,-1943.34161,-1945.798849,-1946.278895
728.6879995,2846,-2043.624765,-2042.813043,4.18E-07,-2043.810461,-2042.050697,-2043.22569,-2043.068395,-2043.733415,-2096.602962,-2096.387932,-2098.335784,-2099.906835,-2096.417176,-2097.474143,-2100.28102,-2100.572151
728.6959995,2846,-1958.121112,-1957.376789,3.96E-07,-1958.250108,-1956.561835,-1957.735455,-1957.822334,-1958.227085,-1966.49008,-1966.51172,-1968.374425,-1969.620656,-1966.470062,-1967.249097,-1969.859527,-1970.308328
728.7039995,2846,-1977.62667,-1976.868436,1.65E-07,-1977.577659,-1976.068721,-1977.255233,-1977.094007,-1977.726995,-1962.612854,-1962.401269,-1964.385574,-1965.714207,-1962.822312,-1963.541769,-1966.047343,-1966.469564
728.7119995,2846,-1931.783922,-1931.152851,-7.03E-08,-1931.780069,-1930.498372,-1931.643286,-1931.22597,-1931.936329,-1977.060192,-1976.818871,-1978.66751,-1980.07414,-1976.995935,-1978.015647,-1980.5103,-1980.941343
728.7199995,2846,-1905.332872,-1904.576806,3.50E-09,-1905.389986,-1903.950719,-1905.104676,-1905.164908,-1905.493949,-1884.916124,-1884.955611,-1886.631808,-1888.037005,-1884.850279,-1885.828467,-1888.014612,-1888.722597
728.7279995,2846,-1895.723043,-1894.909346,-4.40E-09,-1895.863092,-1894.218076,-1895.27349,-1895.525024,-1895.882788,-1924.169248,-1923.91438,-1925.746137,-1927.181299,-1924.081206,-1924.903864,-1927.302083,-1927.819038
728.7359995,2846,-1851.917781,-1851.088049,-1.80E-08,-1851.933879,-1850.41977,-1851.493614,-1851.405512,-1851.93622,-1857.190815,-1856.91782,-1858.565885,-1859.978354,-1856.985121,-1857.874704,-1860.283291,-1860.74211
728.7439995,2846,-1843.342022,-1842.447476,-1.40E-09,-1843.285279,-1841.898127,-1842.930902,-1842.851491,-1843.340621,-1847.997126,-1847.816594,-1849.416136,-1850.891802,-1847.990991,-1848.78577,-1851.05458,-1851.614606
728.7519995,2846,-1810.11407,-1809.212957,-1.48E-08,-1810.115409,-1808.576929,-1809.506656,-1809.5887,-1810.190404,-1829.79256,-1829.471565,-1831.372331,-1832.617222,-1829.995448,-1830.60726,-1832.919187,-1833.41776
728.7599995,2846,-1787.492562,-1786.536163,-5.70E-09,-1787.620149,-1785.953237,-1786.848647,-1786.916663,-1787.431887,-1787.584006,-1787.305465,-1789.143115,-1790.359398,-1787.550703,-1788.36383,-1790.440705,-1791.064164
728.7679995,2846,-1766.899616,-1765.992783,-1.13E-08,-1767.183425,-1765.574903,-1766.356108,-1766.415209,-1766.750494,-1783.526602,-1783.354792,-1784.92562,-1786.29641,-1783.293039,-1784.167147,-1786.243266,-1786.914217
728.7759995,2846,-1737.4013,-1736.647162,-8.20E-09,-1737.535551,-1736.040495,-1737.012062,-1736.813032,-1737.529298,-1744.443479,-1744.374173,-1745.971984,-1747.249166,-1744.684289,-1745.166245,-1747.508121,-1748.000913
728.7839995,2846,-1718.937473,-1718.234556,-9.90E-09,-1719.031427,-1717.656673,-1718.569904,-1718.369081,-1719.151216,-1727.823914,-1727.661071,-1729.307767,-1730.583257,-1728.011348,-1728.591235,-1730.834238,-1731.271006
728.7919995,2846,-1691.998607,-1691.424254,-9.10E-09,-1692.320243,-1690.813232,-1691.526623,-1691.732286,-1692.187318,-1704.39376,-1704.417641,-1705.852941,-1707.019936,-1704.31543,-1705.183695,-1707.336544,-1707.874737
728.7999995,2846,-1669.525031,-1668.898421,-9.40E-09,-1669.93629,-1668.396918,-1669.236133,-1669.244487,-1669.855554,-1676.13925,-1676.26238,-1677.783618,-1678.842438,-1676.228327,-1677.105048,-1679.286254,-1679.556289
728.8079995,2846,-1647.228544,-1646.246041,-9.30E-09,-1647.28693,-1645.977994,-1646.765108,-1646.601613,-1647.255453,-1659.108649,-1658.880308,-1660.415926,-1661.644266,-1658.983151,-1659.85375,-1661.857173,-1662.191785
728.8159995,2846,-1622.853806,-1621.99625,-9.40E-09,-1622.773934,-1621.290455,-1622.247521,-1622.228686,-1622.715171,-1631.028786,-1630.91914,-1632.155876,-1633.407405,-1630.929083,-1631.673631,-1633.584152,-1634.31781
