Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4
219.5119998,857,302.67611,-3.00E-10,135.4216197,28.19762718,25.19697646,-36.18676674,-101.0240213,-39.90620165,81.39744804,26.76780599,66.84812777,0,83.0096359,26.17970172,-311.9524754,-181.6562795
219.5199998,857,-336.9816983,-3.00E-10,-153.8293668,59.99972404,-75.56469764,42.38742464,-185.6459825,105.7167193,-8.760764647,37.68730944,266.2433301,0,23.53649578,29.58184503,-200.4937782,-195.8956859
219.5279998,857,-367.1708514,-3.00E-10,76.27864225,46.44098333,-7.845769016,12.67774109,-93.8990595,-10.17933469,10.80712958,99.95322973,-459.5923407,0,78.53199642,112.9286532,-557.8929098,-201.0874074
219.5359998,857,335.7723786,-3.00E-10,-16.42195835,21.51396352,-27.66837418,-19.35244147,-102.3272595,-3.133690942,30.53270765,-29.56564906,493.1232169,0,9.903753577,-48.62485593,-58.92360973,-150.8957394
219.5439998,857,-773.7659892,-2.00E-10,-117.3778779,60.15306606,-77.32105639,42.67157219,-131.6633692,81.84535123,-56.61957909,72.90655483,-316.6524133,0,25.65277147,72.08480991,-451.6675655,-184.2861122
219.5519998,857,327.4477266,-2.00E-10,123.6039493,12.38419627,18.07593596,-42.40009761,-19.59907153,-67.18341684,51.36531635,13.88641209,45.48347154,0,53.0749386,-0.089832109,-271.8381997,-146.0825277
219.5599998,857,-302.0426308,-2.00E-10,-173.3324059,47.67734526,-80.74829806,31.77631311,-104.328867,91.09926046,-28.82821084,21.28626712,257.8861251,0,-1.905039929,-5.274130697,-147.6695523,-150.9284801
219.5679998,857,-340.963583,-2.00E-10,55.561135,39.90437652,-11.02516147,1.564593505,-12.77034205,-15.02682712,9.74146207,96.35165265,-464.2300145,0,75.20815569,92.93860831,-519.6304562,-161.7076542
219.5759998,857,360.3856906,-2.00E-10,-31.43870285,17.7715278,-31.36029284,-27.54172817,-24.48693821,-5.982639585,42.94563101,-23.69172819,492.3512425,0,12.4682558,-43.03867414,-34.71861679,-123.0178723
219.5839998,857,-755.3003026,-2.00E-10,-124.8057749,69.17009229,-81.20183635,41.12759269,-62.47702969,89.8580242,-40.34651659,84.009616,-310.6964884,0,22.19154715,89.1292987,-431.7862507,-164.2782135
