Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id,,,
461.0799997,1801,0,0,20.28906887,98.52892094,87.23862191,56.55328319,-69.17486205,37.21620942,147.4423201,17.84902138,2.741038051,-19.94606177,-4.942920089,-20.39829042,201.6581194,7.995857066,1111,,,
461.0879997,1801,0,0,-29.32362536,22.45179542,53.16987944,-26.83228637,-91.42611713,-38.34344223,226.9086734,88.92068844,85.49133263,49.95588962,69.2212171,44.79641308,317.0419293,91.73484134,,,,
461.0959997,1801,0,0,-66.79926864,1.343660393,-13.36206758,-38.28705102,-141.8370291,-44.79135113,95.15269868,-41.5977616,-40.04330425,-73.79418346,-59.75880721,-84.61940798,396.6834431,-47.24262645,,,,
461.1039997,1801,0,0,28.99912096,89.21537958,99.63487388,51.09731646,-37.50266469,42.11168463,197.4186495,66.88484525,47.28983958,25.58564364,60.76861407,28.69902298,147.05008,80.91318151,,,,
461.1119997,1801,0,0,-73.78629832,-21.56615936,0.564359393,-71.69076101,-149.0324049,-84.13515131,157.9493646,20.23748357,25.5429911,-17.28688125,17.9325524,-9.88413361,498.3901651,25.18802191,,,,
461.1199997,1801,0,0,24.17978073,93.39479925,91.3027611,55.50533571,-69.68021935,67.77262598,147.2061074,14.49086601,2.062090731,-24.9130452,-8.999162572,-17.77364178,225.8412003,19.65112849,,,,
461.1279997,1801,0,0,-23.61168352,25.69232471,75.6537416,-14.67494756,-85.92448605,12.80055989,221.2575618,88.70409071,84.53337052,49.86336779,67.99761554,51.95671193,352.3006277,115.8705529,,,,
461.1359997,1801,0,0,-65.45623762,0.401354794,-13.07136308,-42.1898597,-153.1231357,-40.91061759,99.06161188,-36.58041931,-30.72289124,-66.45484474,-46.55277254,-70.41540517,433.778247,-33.59304295,,,,
461.1439997,1801,0,0,32.16911537,89.31096687,88.39375713,49.12190749,-46.36876039,61.2017139,204.3518458,72.75680497,60.01272093,34.15483006,58.68948364,34.46323145,165.8069027,80.53988054,,,,
461.1519997,1801,0,0,-73.77089999,-20.28156622,-3.962095524,-59.41165721,-130.5894179,-46.46015437,157.1197702,24.08493714,32.49389023,-10.86544503,7.151509965,-6.512552091,516.2963633,33.2276054,,,,
