Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id
485.8799997,1897,-25.83994649,-245.6648632,-57.65322597,5.605835601,-25.32699343,2.044E-07,226.1456271,-18.48088235,-70.1672822,3.55448908,-96.9301877,0,25.86601129,23.60799919,-25.83197287,-20.40174098,1111
485.8879997,1898,73.9565449,-224.9397325,-10.92809325,13.85910365,-33.98912579,2.025E-07,-258.7421765,-28.94117663,97.67083826,15.58989176,165.0020288,0,-36.52597741,196.7603695,108.7830692,63.61511496,
485.8959997,1898,30.54778383,-290.8069269,-15.63992692,37.844083,6.069723694,2.006E-07,41.48428957,16.39131454,-95.95746101,-7.871472261,-73.60075441,0,67.64544728,-110.8278675,-175.70553,-106.985222,
485.9039997,1898,-39.62879524,-155.7756319,-115.4046414,-45.7294404,-100.6012557,1.987E-07,32.71489474,-92.28027854,133.3856757,32.42111604,145.3375284,0,-131.5836829,433.0755887,345.5825499,208.4441939,
485.9119997,1898,82.69821143,-182.9201771,-28.29152052,-8.55378638,-66.95108864,1.968E-07,-435.4076893,-65.14774392,206.6052326,29.21951755,303.758182,0,-111.3458255,387.6747406,276.6850842,169.5255855,
485.9199997,1898,16.48728804,-257.26958,-30.86928538,22.09237534,-9.62464827,0.000000195,43.48829479,0.193266433,-63.20871978,-2.236907264,-40.59369732,0,31.07232156,-23.84001096,-95.3236732,-58.3756978,
485.9279997,1898,32.5493196,-237.9305817,-18.94637503,20.1500218,-7.64444413,1.932E-07,-28.73783319,-0.179216046,-27.35707344,3.611805526,8.064234828,0,12.01971446,32.8164958,-50.43894259,-27.87063693,
485.9359997,1898,22.97600119,-218.0623671,-28.20582476,13.31955823,-12.7516352,1.913E-07,7.812626637,-9.425151794,-3.801066936,12.22441983,12.65770292,0,4.79840836,93.7511422,12.14032489,14.81949135,
485.9439997,1898,38.11588974,-227.5713655,-23.74564255,13.04064305,-14.50839775,1.895E-07,-78.79834735,-15.32664756,14.41502897,9.866020147,41.32998368,0,6.963973165,94.24906333,13.50204703,13.16408119,
485.9519997,1898,31.86031406,-252.0109343,-19.29823415,24.71282608,0.238732597,1.877E-07,-11.86629774,2.769273627,-51.78905825,-6.740953335,-28.81486633,0,35.6246824,-20.903491,-90.32794889,-59.78447375,
