Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id
384.7599997,1502,-21.20218262,-12.05458176,2.943747944,-108.0218205,82.03532678,-587.2524433,218.0636173,-1293.116873,0,-102.5979597,-87.20598605,0,0,-1413.585574,-338.7420826,-815.8082291,1111
384.7679997,1503,-116.4820673,-85.26606445,-81.08104329,344.4167685,271.4884036,816.8663459,478.8294375,1421.317145,0,25.19776015,-667.423196,0,0,-1883.480117,187.3016945,-358.3842988,
384.7759997,1503,52.44165285,-2.161601091,0.266222834,136.5626401,44.81802907,302.3675415,57.41559303,217.5013767,0,70.59234349,-287.3759971,0,0,42.95441724,120.316864,160.5731448,
384.7839997,1503,-79.48346701,-54.28516454,-45.35668486,137.6526267,191.3622993,169.159386,376.080443,179.7951642,0,-39.54423137,-407.4724018,0,0,-1809.505794,-60.45650115,-603.0110284,
384.7919997,1503,77.95838946,8.557125327,11.09888537,129.8673777,16.38717738,311.1797192,-8.346514189,191.3817868,0,88.28830544,-252.8766445,0,0,367.7123869,152.3488675,308.2391668,
384.7999997,1503,148.9553033,63.30113422,69.82850278,-196.6951734,-129.3463754,-681.8290258,-208.9839178,-1736.321748,0,-4.098412594,170.3473373,0,0,766.8887864,-200.4278644,34.49300491,
384.8079997,1503,-28.21034829,-33.413929,-28.37466605,50.90467112,99.43516314,-22.86713872,204.5334436,-264.7384042,0,-39.70114344,-249.3046435,0,0,-1085.093393,-67.15214372,-375.2966524,
384.8159997,1503,102.5410716,16.93815746,10.42201358,28.64329365,-50.57741232,50.52486223,-116.9156321,-338.137804,0,53.10946865,-107.8434221,0,0,691.7128051,82.38941802,339.6151582,
384.8239997,1503,76.91478193,16.9713496,14.56058308,-151.4445408,-53.28582928,-553.6208841,-60.26415097,-1405.643445,0,-42.670219,43.47516797,0,0,-39.91681556,-212.8497501,-210.0466032,
384.8319997,1503,-16.79313656,-50.57150799,-44.39118004,75.47735897,88.98996084,153.5391511,146.8024091,18.67177425,0,-4.022661804,-277.4630554,0,0,-713.9493716,19.66745425,-151.7431914,
