Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id,,,
304.4639998,1189,118.4660252,-105.9284363,-2.982305324,-27.01753262,58.90179807,-599.2372373,-0.644655248,86.11517985,-25.55550306,18.87002694,-280.944389,-117.4185861,-319.9235125,21.64079811,0,-46.60272148,1111,,,
304.4719998,1189,133.8442477,136.692651,-19.4262686,-50.73287242,20.72073093,-673.9488018,-24.57857292,50.33998405,-49.00267822,-36.31659987,-1.933307493,-14.44945169,-357.4462229,-36.99951092,0,-68.59596277,,,,
304.4799998,1189,70.63355663,-162.712906,13.10734659,-40.28946427,-16.36228571,-574.6453624,-8.239881912,84.80674177,-35.82226401,8.303759327,-327.1323837,-55.68923639,-299.7823506,8.054000539,0,-87.72568309,,,,
304.4879998,1189,165.7738379,69.18510972,-19.01048946,-56.83338655,83.42940354,-644.968702,-10.98933247,75.3898468,-27.62548065,-25.00905945,-63.96243337,-84.52970015,-279.1904059,-24.61656068,0,-33.49346257,,,,
304.4959998,1189,92.17109891,-11.97837014,21.56236497,-45.07200327,-26.83869773,-630.9750493,-11.97871809,58.50357181,-37.00657947,-2.810789589,-169.7929584,1.43899933,-244.5233502,-4.334249871,0,-105.4087422,,,,
304.5039998,1189,153.3307184,-113.8704533,28.80816547,-41.09634345,84.11788029,-608.5527398,15.38636428,83.73669288,-4.447764919,27.08081425,-278.4394631,-107.9329418,-190.620411,24.46839497,0,-59.33176043,,,,
304.5119998,1189,146.2696683,134.6231478,3.183516134,-51.09975023,43.96693595,-676.0288685,-10.88084837,60.72740075,-49.86723813,-26.99743947,-1.124448396,4.307571029,-224.9123632,-31.3007665,0,-78.51364735,,,,
304.5199998,1189,88.58211279,-158.3965682,35.92530448,-36.30045546,9.463812506,-589.4990541,13.99278245,88.80044545,-25.20279112,31.22007634,-346.0472263,-35.09435888,-167.4210873,28.69309741,0,-95.48223355,,,,
304.5279998,1189,183.5172668,83.44330997,-2.14096376,-54.66384719,107.4868334,-663.6362263,19.00062251,78.9147821,-2.897821347,-4.788325643,-90.02478793,-66.05604994,-169.9107772,-8.7045304,0,-50.72946327,,,,
304.5359998,1189,82.15044849,11.42630751,20.97110181,-41.26642152,-23.41464133,-631.512359,4.501432051,75.8193491,-38.07377213,3.780812471,-192.6499418,24.46785439,-168.0697811,-2.709461919,0,-114.5833577,,,,
304.5439998,1189,132.346346,-92.83717458,21.59144733,-44.1421235,74.22837032,-609.5743163,27.78868385,96.73331936,-5.225231851,26.40349574,-312.4019247,-90.55593427,-124.428351,24.52591933,0,-59.38825367,,,,
304.5519998,1189,122.0504017,150.0943768,2.06245337,-56.15316037,40.23231933,-688.9267983,9.414465186,61.8902793,-33.05183086,-28.54750652,-31.1236254,5.741431032,-158.375325,-25.33638961,0,-87.52222573,,,,
304.5599998,1189,59.76142731,-135.3027755,40.33776825,-26.89415205,12.10038369,-600.5970901,22.81501122,88.24734928,-25.56835465,38.75411887,-337.9466458,-32.88364971,-102.390716,41.0908144,0,-104.1803876,,,,
304.5679998,1189,185.6586328,109.9335425,12.80123662,-37.99205483,115.9581267,-678.1086713,19.47732255,71.95718303,-2.795354947,9.851538139,-72.88034619,-55.51383654,-98.81207809,8.7766592,0,-53.66925874,,,,
304.5759998,1189,96.2093219,38.09897675,32.14187083,-17.93393204,-8.163581657,-653.5587271,5.887021764,66.41664635,-13.06529837,24.02530394,-178.5019389,32.00543807,-94.24854305,24.84615301,0,-130.6521478,,,,
304.5839998,1189,110.7192355,-55.74155027,3.620695511,-16.98630286,77.91912203,-613.0271756,4.395211734,103.7871007,-8.722145541,28.78006552,-289.6383598,-82.97329523,-82.29489133,31.22665275,0,-68.84151676,,,,
304.5919998,1189,105.2131383,183.1656312,-17.50462701,-46.34980281,37.49306954,-675.5072175,-27.81382395,75.33309882,-50.37627098,-46.23324344,-30.7835646,12.85683634,-133.4770284,-44.67008878,0,-76.72139258,,,,
304.5999998,1189,54.8648461,-115.0468946,32.00098213,-27.27284419,19.45800382,-584.3209956,0.381047122,101.4658066,-11.76605513,26.29425675,-356.3124922,-31.9995459,-66.07532654,26.98218322,0,-98.87474202,,,,
304.6079998,1189,136.3561216,113.9550607,-18.94464052,-42.39746645,112.9059571,-647.7953726,-6.642504367,94.67743286,-11.75133632,-16.09911221,-92.90213555,-57.65789701,-78.38516976,-15.58214419,0,-41.17511832,,,,
304.6159998,1189,41.98809315,11.66703267,5.228981595,-39.94928224,-17.46061129,-627.4861607,-20.48217441,80.34731319,-44.91585366,-14.50905952,-212.8337428,22.28318582,-76.18658488,-5.273615978,0,-103.6484208,,,,
304.6239998,1189,107.6363791,-98.66975608,32.0225174,-31.66791624,95.104657,-619.0410645,10.95828428,94.23385401,5.350793684,24.11702998,-315.8518204,-99.8508413,-15.61204583,41.32425051,0,-72.90292953,,,,
304.6319998,1189,124.8991381,152.6412903,20.41900398,-29.65305172,60.44493687,-696.7121022,-9.580187718,60.53189332,-14.01837951,-20.91835783,-21.79569008,6.962550651,-45.52648298,-5.69771263,0,-106.2644385,,,,
304.6399998,1190,79.19396284,-122.5314735,34.75130999,-2.548147078,17.13130725,-604.0061372,-3.832730831,93.44351082,10.92700182,45.69809633,-335.1866816,-23.04728231,-2.633246549,53.96095353,0,-120.1000411,,,,
304.6479998,1190,160.6836724,126.6285014,-30.66415565,-21.85199763,104.4884982,-662.9840558,-14.1809675,97.27100839,2.900461595,-3.923037504,-82.02681688,-47.28823733,-10.48355743,0.277710046,0,-65.76625925,,,,
304.6559998,1190,60.98730769,40.60220407,1.889806561,-19.66877232,-21.74887481,-634.2387368,-26.93199122,92.60920933,-51.38923551,3.262468771,-188.3003215,34.37201267,-6.66561231,7.798454614,0,-120.5010921,,,,
304.6639998,1190,125.1103912,-61.68741482,19.73960677,-21.22531988,79.07733403,-619.175732,-6.947038568,107.8636574,5.02969155,45.01864843,-260.8191413,-83.91103508,41.69409633,44.61396839,0,-73.12907868,,,,
304.6719998,1190,114.2842442,175.7002322,-34.57710273,-36.82977734,33.96512973,-681.2630708,-23.06644276,84.13528535,-16.47224655,-26.86328105,20.7367939,12.50180176,34.28710788,-24.43501426,0,-104.2640372,,,,
304.6799998,1190,55.71557069,-129.8936548,-7.021290907,-23.79959822,-3.973961052,-591.0937603,-6.928636098,112.909016,-23.26664491,28.25488775,-318.144378,-35.46177761,105.9649752,32.90702562,0,-114.3167411,,,,
304.6879998,1190,168.0443702,100.3866865,-24.30044697,-43.19309194,97.00674675,-678.8877845,-8.152591299,90.0587386,19.69899708,5.647595285,-40.88123981,-64.27078984,126.3941597,6.133709279,0,-75.78993983,,,,
304.6959998,1190,55.11635528,20.61466553,-39.85235459,-37.98751429,-40.31052907,-634.6385464,-23.06093021,99.30790427,0.552071686,-23.72960949,-156.0246262,19.69989301,154.4588386,-14.77128142,0,-147.2599049,,,,
304.7039998,1190,84.96409104,-71.6495636,-74.90326999,-52.10046203,24.29241337,-576.3520038,-25.45842516,150.8129911,-20.08255602,-27.01334161,-295.7829999,-102.1597569,195.5257983,-29.31046379,0,-69.18350215,,,,
304.7119998,1190,99.67002501,164.8358141,-86.87082981,-78.60698385,-27.73135845,-633.4971189,-56.06316788,128.5326412,-59.54481354,-55.62758892,-32.61476196,-7.841950318,160.8016703,-69.11858027,0,-70.79197132,,,,
304.7199998,1190,66.8908726,-138.2311393,-28.07717066,-59.26879116,-52.71948784,-539.7759293,-43.58569655,160.2399202,-23.28048078,11.71089056,-355.544897,-54.71330075,220.0547458,10.78043403,0,-85.62786095,,,,
304.7279998,1190,174.6366468,95.44946891,-48.30721219,-77.22066734,45.32936422,-611.8982921,-46.46224191,147.5677215,-3.218173672,-23.51538266,-73.80028801,-82.71381293,236.1440664,-25.57277946,0,-41.07684711,,,,
304.7359998,1190,93.03818808,17.70828568,-27.99896503,-81.03117031,-74.75843396,-583.0354862,-51.38051998,136.4102635,-25.61943666,-0.446057809,-172.9069238,2.269680105,252.6729574,-8.427669792,0,-108.260639,,,,
304.7439998,1190,161.9764407,-69.74411778,-18.4349909,-88.71612405,23.16672262,-557.8339945,-42.37896077,155.5757428,15.07161842,27.81685271,-277.2670539,-113.5959463,283.6723879,5.908855795,0,-58.48543373,,,,
304.7519998,1190,175.9565055,172.1248776,-15.7884581,-95.9212317,-22.17252943,-638.767591,-63.33982077,110.6312767,-19.79039298,-23.91820304,14.97015693,-7.956844583,226.6857464,-39.61356334,0,-90.24093388,,,,
304.7599998,1190,121.9617161,-107.3299994,28.81521145,-57.91187311,-56.38302156,-551.2170928,-39.5703013,135.9118124,-15.87589948,47.50210762,-302.8650095,-36.74932888,227.3605664,52.80913686,0,-117.0624049,,,,
304.7679998,1190,184.8199965,153.0125143,-21.49490544,-53.15447398,28.55484235,-609.5124296,-52.17404416,135.1666156,-0.910068967,8.978567612,-40.34377697,-48.68970308,168.098463,-7.034944666,0,-72.36986883,,,,
304.7759998,1190,69.72083508,76.11988726,-5.35955209,-37.33374398,-100.6195681,-564.9830855,-70.33685572,135.5840691,-45.93743798,-11.13835635,-169.3977871,38.35793921,123.0843691,-39.04651796,0,-124.3847592,,,,
304.7839998,1190,126.1955451,-17.03283077,-2.528703225,-31.29745296,3.252490247,-529.1649932,-52.82640918,162.3145557,-14.80350819,20.46338265,-272.9281066,-78.27171072,114.2744771,6.899832415,0,-62.73633078,,,,
304.7919998,1190,127.6137266,222.1789025,-22.93065413,-32.19852176,-32.09518113,-594.0912199,-70.20125784,129.2510335,-29.9603657,-27.30833419,5.980892689,18.10760848,51.25770282,-29.0364389,0,-92.82353771,,,,
304.7999998,1190,93.93555951,-72.80639496,28.62185448,-7.120449476,-61.30863662,-501.3298598,-57.70389688,155.3327932,-19.97393032,27.3590397,-334.8205855,-27.91355915,40.39492084,24.32636099,0,-109.6015102,,,,
304.8079998,1190,199.4846767,162.6812829,-15.99913763,-25.38659886,26.79020868,-580.8016918,-77.0194324,133.6344163,-9.687158037,2.342497838,-59.67324994,-53.82894388,-45.67662032,-5.787369752,0,-67.49875102,,,,
304.8159998,1190,109.8670863,81.07094426,5.016996217,-13.53580355,-92.28977388,-552.823506,-89.01317623,118.3989421,-41.03374337,-12.70729989,-183.1461769,22.05079186,-127.9229913,-25.73130549,0,-140.7767231,,,,
304.8239998,1190,148.8946477,-5.264817346,6.904975407,0.073240209,10.09469582,-507.334047,-68.41082339,154.8684464,4.635300639,33.20581241,-273.6959764,-85.65616559,-195.4461599,-0.895908215,0,-83.77129475,,,,
304.8319998,1190,104.8048343,221.4456925,-50.8502358,-20.17829664,-51.15939035,-554.5204628,-96.71616458,137.4058958,-52.31763265,-21.08309607,1.430145219,27.94972275,-279.3898155,-28.28760227,0,-93.61885287,,,,
304.8399998,1190,53.07257177,-84.89994884,11.00340896,-17.15729034,-83.06665363,-452.5583778,-83.07791333,168.3026464,-76.29749368,-13.95206007,-358.7011116,-27.8085487,-262.3186428,8.797070533,0,-98.10226728,,,,
304.8479998,1190,171.3048454,147.6298275,-5.053449677,-27.73990442,23.68085332,-533.8151575,-89.78662081,146.1502229,-34.0886006,-14.1867591,-50.48916488,-66.52505086,-290.6366411,-7.541699749,0,-62.92914002,,,,
304.8559998,1190,82.92791526,65.48604243,-5.275066558,-13.73350215,-95.40364779,-514.9850917,-103.6909398,127.9022167,-54.68579229,13.93741876,-148.1509021,14.25245776,-300.082616,28.59058246,0,-144.6982073,,,,
304.8639998,1190,106.5823537,-12.11710189,-6.567001671,-13.64923172,9.809318167,-479.8850939,-82.21866793,154.4906208,-58.39974071,26.71664227,-263.9560356,-99.06332606,-348.3810155,37.06965318,0,-96.54385239,,,,
304.8719998,1190,54.17523893,219.010117,-77.9565277,-34.6032704,-46.07378577,-533.696069,-106.2010482,123.7821496,-123.6596625,-40.48303712,-7.657525402,1.430000574,-444.9034881,-32.41740297,0,-116.4969753,,,,
304.8799998,1190,14.05743895,-90.88985834,-18.37397826,-28.4122246,-80.43494188,-440.7374973,-89.78374481,145.6915019,-116.6765824,-24.44513265,-384.6728124,-59.83062653,-420.2363748,-4.659548005,0,-128.0167389,,,,
304.8879998,1190,129.5690704,140.3143469,9.549819362,-41.91446033,36.03569531,-530.6808701,-84.71734684,125.4285751,-91.62185245,-48.85965406,-73.23272807,-96.75155543,-480.2529011,-63.75600982,0,-100.3460663,,,,
304.8959998,1191,0.162084021,61.51718333,-38.83038272,-26.41064731,-87.99623407,-494.8194196,-103.7260721,125.0583008,-142.4430741,-22.28781626,-152.696801,-8.011281132,-524.4586445,-28.68428571,0,-175.440553,,,,
304.9039998,1191,15.72284621,-45.30889271,-120.5559651,-49.4664902,-14.22737761,-444.197572,-105.5672252,158.5298926,-155.039202,-14.20081664,-353.1343561,-138.4698645,-518.7375579,48.9878778,0,-100.7478929,,,,
304.9119998,1191,-27.82296658,139.3993578,-188.9257894,-110.2919827,-73.60633517,-519.1895246,-142.9089479,110.4420603,-218.1209822,-149.0298825,-178.5091691,-94.18926977,-536.3874724,-71.55101264,0,-133.3634491,,,,
304.9199998,1191,-90.24119418,-158.4192822,-129.450789,-113.170562,-94.6297198,-418.9907202,-126.6683365,134.424621,-228.8415137,-158.9687763,-508.9619081,-193.6221379,-531.9068632,-115.7952769,0,-163.3503871,,,,
304.9279998,1191,18.64583897,74.48834594,-129.6054993,-151.2273757,5.93009911,-475.9101174,-125.2659874,120.363379,-250.2602719,-201.0707437,-227.4653898,-257.2592454,-659.4894122,-176.6445528,0,-108.0815348,,,,
304.9359998,1191,-86.62102682,-33.84563186,-174.2437881,-159.0544939,-128.1634259,-449.6164203,-149.4310058,97.75803422,-368.2704391,-221.0797439,-338.3730296,-211.7566318,-711.6639849,-209.8743643,0,-185.9453751,,,,
304.9439998,1191,12.42501446,-98.12145527,-135.4879851,-117.5193351,-27.36663631,-413.587263,-121.9498893,122.1582502,-467.9504197,-130.541178,-294.3901521,-320.4818531,-736.39028,-43.23094446,0,-132.3357374,,,,
304.9519998,1191,85.85161885,142.3387201,-80.42928338,-109.2623861,-59.97127188,-480.5094991,-116.0653187,86.28261692,-635.3890527,-193.1963242,42.20973857,-201.1895692,-837.6084726,24.15249225,0,-154.7095922,,,,
304.9599998,1191,18.15584034,-158.5501287,-170.1640876,-114.484173,-106.4411937,-389.2932553,-115.3430839,108.1326408,-862.602329,-142.3387582,-320.4263952,-236.4378854,-871.0623093,-89.89298926,0,-181.5598704,,,,
304.9679998,1191,98.33930549,83.01627021,-214.3601909,-120.1225692,-25.06375928,-463.5083543,-120.8041687,91.26123643,-1135.673191,10.12460864,43.29202726,-225.295569,-995.8723696,-34.71819866,0,-142.8199408,,,,
304.9759998,1191,92.70266787,20.58276659,-9.471680049,-61.68309292,-114.3637219,-417.2895364,-87.02786405,95.38165358,-1222.086943,5.689336952,-34.49683547,-116.7361211,-1202.627027,223.2677716,0,-220.6369107,,,,
304.9839998,1191,150.1589703,-53.41841954,-70.00240505,-58.08766929,-9.891219587,-363.7219872,-71.04067505,136.3824223,-1048.830707,-50.07936314,-46.48191226,-215.7715449,-1424.459677,154.8375061,0,-158.2067577,,,,
304.9919998,1191,73.55901283,140.9280989,-170.2225755,-109.8038299,-86.3729551,-438.3919069,-124.6804758,95.25421957,-867.8609711,-30.22665601,207.0450364,-110.82463,-1501.283969,22.83161415,0,-182.3173783,,,,
304.9999998,1191,36.13877849,-140.8859814,-95.54753686,-100.1698449,-124.2781182,-328.390369,-118.5557579,130.7809436,-682.8660552,12.45907531,-204.4589759,-167.7197071,-1586.524919,80.34546179,0,-200.111221,,,,
305.0079998,1191,186.671298,127.9919955,-138.2111006,-110.3057152,-24.47172517,-363.5928588,-125.5736616,135.0502907,-519.2225519,-59.54748555,168.3437886,-191.8951649,-1787.615751,-8.900640619,0,-138.2368229,,,,
305.0159998,1191,122.3438828,63.92322824,-16.84563458,-74.45090506,-145.9083394,-306.1102932,-130.1538032,132.8296697,-248.264508,2.763361284,29.41485981,-85.72086023,-1793.777553,120.4420985,0,-191.6181131,,,,
305.0239998,1191,112.0940962,10.76896844,-78.16418055,-74.3743886,-59.88973644,-266.0932206,-119.3217396,146.4030806,-63.62191856,26.8283115,-13.9650021,-182.6104462,-1897.728588,236.5785683,0,-123.5225059,,,,
305.0319998,1191,109.8697655,252.982265,-160.7015093,-107.2589601,-96.44647949,-327.9387279,-133.8465292,107.0273642,11.6375243,-71.33898793,229.017396,-107.0980111,-1970.796525,138.9593054,0,-150.8701583,,,,
305.0399998,1191,131.3220363,4.499906636,-1.827318454,-55.53006711,-107.6627939,-204.4329391,-94.86084204,167.303319,206.5744763,29.46054125,-143.5294945,-149.9737961,-1915.14425,195.1712347,0,-163.8510677,,,,
305.0479998,1191,175.6206224,248.0774789,-130.5556592,-81.12967453,-35.28100006,-259.7297281,-114.3073725,185.2255909,240.6886618,20.32027524,323.510724,-147.1530239,-2027.863171,106.2957064,0,-100.7105946,,,,
305.0559998,1191,83.84388554,136.1610619,-148.2163571,-92.89969303,-159.8761628,-210.3270894,-131.1159943,221.9727923,366.3280804,5.228645275,75.69328476,-80.69022657,-1973.078086,109.0674716,0,-160.4238014,,,,
305.0639998,1191,176.7772192,59.27814783,-71.08648318,-82.15439449,-35.0578846,-165.3918688,-99.52024558,299.3846745,519.1922489,8.407133719,-63.11864027,-209.2992845,-1961.295901,183.9920744,0,-99.23039687,,,,
305.0719998,1191,116.7558697,271.9328203,-158.3052676,-109.8835166,-80.78641728,-229.3292135,-126.7183845,301.2430843,573.0038124,-94.6938522,291.1233292,-113.9004579,-1999.102613,93.88148578,0,-124.2299123,,,,
305.0799998,1191,80.68365736,-6.456504801,-86.69522569,-77.06993526,-108.9288356,-106.1827298,-110.9640106,377.1660908,746.1945181,-4.391736385,-130.9565862,-153.7865911,-1920.182623,206.93496,0,-128.9165777,,,,
305.0879998,1191,208.6094539,259.2142544,-54.81160602,-82.82436236,-10.76359898,-155.4790407,-116.2250597,396.6094418,752.9488734,-10.38861611,318.8812857,-158.5713059,-2027.922849,198.2529206,0,-61.08337536,,,,
305.0959998,1191,72.31018991,177.1213549,-108.3162802,-89.91041188,-140.0088987,-107.1160101,-140.5026976,405.1110033,899.3962985,-44.08914492,182.2795106,-82.7155309,-1971.642183,109.1992026,0,-117.5723372,,,,
305.1039998,1191,136.0813794,101.6386213,-107.6912131,-86.1439187,-25.18767128,-72.15526767,-117.0879572,422.5359889,1023.555896,38.04826068,-18.67817328,-202.1519864,-1889.129865,169.6750025,0,-55.1479864,,,,
305.1119998,1191,149.1330657,314.4703472,-77.82384327,-87.73828785,-57.14018368,-142.1535526,-131.2691828,358.7958739,920.0150037,-11.51025466,394.6247861,-100.842417,-1948.447853,178.0165667,0,-87.25110369,,,,
305.1199998,1191,74.41411183,11.58333579,-50.52014003,-57.4283714,-88.68036126,-33.66232621,-122.2623839,360.7675628,1066.520459,27.39840096,21.33668362,-144.2956971,-1880.380518,200.6040716,0,-106.1472604,,,,
305.1279998,1191,182.300119,248.386013,-72.39903966,-66.31217883,10.14234887,-88.14655236,-116.0174163,306.1015082,1097.112088,34.84774898,329.094945,-148.0364961,-1910.708354,180.5560212,0,-47.50467464,,,,
305.1359998,1191,101.8569933,147.671718,-40.23559037,-50.82152199,-104.4235116,-34.36560517,-114.9648726,261.2550243,1076.186949,-9.580879618,219.6201731,-58.69259368,-1898.496214,217.8552793,0,-98.06475231,,,,
