Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Aux1,Aux2,Aux3,Event Id
607.4719996,2372,-220.2164933,-7.610396282,-11.58705176,39.94900278,-1.626365629,10.61324675,130.6840941,120.479606,-242.8314289,121.4291343,11.93926965,-57.78017721,0,-165.2589335,-296.4806832,0,0.007895085,-0.002033168,0.010761102,1111
607.4799996,2372,20.17079784,14.44588906,34.77092363,4.606451055,-11.96220646,-21.98201334,37.20324466,94.8091569,32.58507098,145.1691208,-9.624252082,130.354526,0,-0.260615589,81.6021313,0,0.009330606,-0.002011252,0.009257228,
607.4879996,2373,-61.60824792,23.8965154,-12.38155827,20.68328004,-32.17049524,22.58093507,-104.2355918,-252.0986551,-63.56625498,106.5532623,20.36842393,8.65933455,0,-141.9382658,24.71009811,0,0.009235649,-0.001938198,0.009403912,
607.4959996,2373,-181.8921577,-1.607607464,10.66885816,39.11413993,-1.433018434,-28.31577609,203.1875592,313.7588964,-222.6934997,141.9739207,-10.27682182,-12.08370258,0,-111.1539348,-294.1260595,0,0.008627158,-0.00201435,0.009047252,
607.5039996,2373,89.91733845,30.25691715,26.21607844,-0.304037437,-28.71747646,5.816603414,-123.6456693,-170.1993511,120.97548,132.9142539,-3.178486098,150.0219968,0,10.15081275,266.4772101,0,0.009174955,-0.001934162,0.008800991,
607.5119996,2373,-237.3891728,1.394056399,-32.29847111,51.59809913,-9.872964714,35.86282397,58.70720511,-17.536934,-267.4450774,115.1655862,24.21653913,-93.94405214,0,-197.4021864,-300.4199688,0,0.007882397,-0.000238859,0.007662636,
607.5199996,2373,7.112862521,6.357138071,40.57185318,5.990995088,-11.33853704,-36.83447968,101.3635696,235.7373187,12.58483032,156.3614301,-18.54159074,132.4742617,0,28.6523563,32.72361472,0,0.006537634,0.002551775,0.006046241,
607.5279996,2373,-48.60775301,20.75179197,-20.3191462,12.10816985,-41.90036812,33.30627513,-135.4516955,-303.5036369,-47.49331481,98.3783089,12.78621841,5.867934557,0,-119.6386234,81.4321686,0,0.00677899,0.002223528,0.00593954,
607.5359996,2373,-199.982434,-2.035983357,-1.924893878,39.89257095,-4.891045449,1.179109875,200.741372,285.3963137,-248.2391354,138.7448058,-8.062647279,-36.83210211,0,-119.9226073,-305.1152885,0,0.006896677,0.001444159,0.006079169,
607.5439996,2373,99.62842358,32.08208894,32.9482319,-2.741297216,-27.29116066,11.52542134,-92.91210853,-116.0300942,137.6371016,146.8625021,0.812273072,163.3577923,0,39.69696365,270.3980037,0,0.00666456,0.002242764,0.005448276,
