Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id
296.9519998,1159,-91.85043775,-274.3312676,-37.33823662,-83.89075669,248.6434423,-84.24820483,532.6652512,89.60119503,104.5143455,38.84440273,153.67151,73.26075939,0,-187.1622034,-361.0605516,-747.3105189,1111
296.9599998,1160,48.32062343,102.5463221,-196.7054837,220.6846309,-241.847756,9.581943683,86.22326335,366.0384069,162.2143258,-123.3849353,-309.5913832,-247.2796364,0,81.18403744,784.4129853,848.0599931,
296.9679998,1160,276.6543226,8.618101638,228.0858272,-330.5985261,73.27584339,42.61384241,-858.7864262,-831.9713774,-129.2336506,217.1167004,289.8468961,246.5846964,0,99.13229695,-894.7247009,-485.2454175,
296.9759998,1160,-231.0938385,-218.5871497,-288.7077683,258.1438088,72.17386358,-89.22151424,1147.36334,896.5778861,261.7471479,-175.2205139,-207.3289325,-222.486464,0,-192.8848132,643.5243741,39.49669079,
296.9839998,1160,368.2420236,248.2482246,136.4783127,-144.8275638,-224.6397962,111.4649642,-1134.467981,-648.5503576,-90.35769149,127.0617113,23.35201295,64.65605572,0,277.4176105,-206.3602902,501.3427144,
296.9919998,1160,-86.08573227,-268.7201381,-36.74285178,-95.02036637,260.6324251,-67.57650169,503.5819154,99.37192387,87.18449534,29.43825062,156.7152493,75.09715278,0,-181.1435178,-393.8217756,-763.023029,
296.9999998,1160,41.17995668,103.5553997,-200.2846341,234.2093484,-225.7448251,27.14122479,124.6463305,409.5920235,162.2738272,-136.0659825,-314.2101816,-257.5517713,0,84.86220901,795.5228418,851.7650494,
297.0079998,1160,271.9059508,13.81049931,222.2385951,-325.6969138,69.92122091,51.38230833,-881.1944294,-844.3506118,-142.0931346,203.7855007,276.8539325,233.1032544,0,113.5343923,-890.2639892,-441.6001745,
297.0159998,1160,-240.8335421,-227.3640232,-299.9082894,256.4562299,82.48343155,-92.49060634,1159.675136,880.4677946,250.949245,-194.6064105,-214.6406894,-230.4796873,0,-203.0329685,622.7612739,35.94033302,
297.0239998,1160,366.2367451,256.5909823,123.7765034,-131.743816,-224.4831148,110.3509319,-1111.539438,-639.6368243,-93.21741132,108.8182595,6.412469061,48.58874097,0,271.8072891,-180.0841361,541.9320849,
