Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id
284.3999998,1110,-47.76277614,-74.60234871,-10.72757664,181.067016,78.07844596,455.713123,113.9529222,595.6202408,0,65.69238725,-275.4896129,0,0,-312.7693895,82.68244891,6.80760305,1111
284.4079998,1110,71.59809962,-3.235717007,64.11718443,-120.4186046,-23.07100379,-272.2307727,-177.7540066,-839.5858213,0,-0.563165811,306.1358778,0,0,1218.648908,77.47785623,285.2571832,
284.4159998,1111,-71.59143419,-53.10933134,-17.34943985,24.49323173,51.95922262,-62.39499689,175.8702855,-238.6052994,0,-84.32267691,-112.3951493,0,0,-1046.992189,-50.18650899,-487.546477,
284.4239998,1111,54.4298289,-35.9642039,37.86459792,102.3391975,39.76084881,340.5183856,-102.5301399,261.5310459,0,88.73651221,10.83997746,0,0,1075.527976,171.6377451,475.8623564,
284.4319998,1111,5.598660006,-13.88383501,23.63852397,-170.5801099,-12.29672614,-510.9792777,-15.74020835,-1131.155862,0,-72.97305708,256.8804094,0,0,-59.76982991,-53.42806567,-305.7344945,
284.4399998,1111,-41.86156414,-59.69557996,-8.646757196,181.5669179,74.31633199,456.1310538,114.4120806,609.0960561,0,54.07692358,-253.4534821,0,0,-339.9721406,81.73954692,-19.90980005,
284.4479998,1111,80.59017045,13.70199017,71.96376182,-111.2704363,-31.5538205,-266.3694908,-170.8691509,-831.7826197,0,13.79129085,301.4321657,0,0,1205.976886,70.13906179,270.5011942,
284.4559998,1111,-64.22301074,-34.244375,-11.92847491,16.51459389,34.06298152,-89.27464793,178.9122853,-296.0875349,0,-44.78651638,-133.6666047,0,0,-1104.289823,-80.08247819,-523.1864701,
284.4639998,1111,57.16278767,-17.0469895,39.73562562,103.2073135,25.771995,331.6644773,-84.24815769,236.4375242,0,117.314077,-36.85679651,0,0,973.4178322,138.0295665,442.9600572,
284.4719998,1111,0.074197217,-8.028741416,17.4237397,-176.1238095,-22.80479195,-526.2449208,-0.745760632,-1171.632303,0,-77.25699301,229.2022253,0,0,-111.8350826,-75.47101626,-313.7995875,
284.4799998,1111,-46.95490821,-62.05148888,-24.33703786,174.8244252,70.49232636,450.2121721,129.9077951,593.8912459,0,53.50213872,-274.3989703,0,0,-432.343994,63.83723898,-35.94123724,
284.4879998,1111,88.43695914,18.41965899,54.84716906,-99.87457132,-35.37131375,-254.9654214,-165.2111112,-810.4807085,0,22.83324296,289.8781889,0,0,1167.963661,63.27447492,284.7504464,
284.4959998,1111,-68.91235455,-38.14131104,-32.35731546,20.99007626,26.19940508,-102.9915604,174.8570839,-305.5566315,0,-57.39985936,-128.5114491,0,0,-1150.98087,-87.48438597,-528.29422,
284.5039998,1111,42.12788921,-39.15584367,27.73807467,106.9912554,23.98191781,351.3271936,-93.21138861,295.1167046,0,111.1425853,-32.59199403,0,0,917.8606418,140.67251,438.8897976,
284.5119998,1111,0.755080056,-14.45392918,16.88570833,-170.0155952,-30.38218081,-515.8368108,-19.01387949,-1131.39745,0,-69.74180821,260.9816495,0,0,-94.19892416,-65.19063917,-296.5538755,
284.5199998,1111,-45.49191978,-62.1160822,-30.3298052,179.8651316,61.42909066,456.1822008,123.2043347,628.7185892,0,60.31758708,-249.3385563,0,0,-467.2939615,64.29191131,-48.74386042,
284.5279998,1111,84.59267381,1.673370434,51.35605344,-99.97054639,-36.98206163,-219.3210582,-172.1928635,-737.30441,0,39.58687293,312.1578296,0,0,1178.606098,67.12857753,290.5038359,
284.5359998,1111,-67.36130754,-37.90745604,-31.75001158,16.30298146,13.62453022,-99.49112208,171.4889787,-288.7608507,0,-56.92880017,-86.89762696,0,0,-1130.428577,-84.22911066,-526.9097152,
284.5439998,1111,48.07516091,-22.66827711,27.0981668,112.2300378,16.02520324,368.6179479,-83.31726082,339.4991193,0,102.0971447,-18.80859718,0,0,902.4074401,136.3432506,435.1059383,
284.5519998,1111,11.26307854,-2.378071318,24.66322986,-164.8963746,-21.83450389,-502.2786135,-7.971327483,-1099.608275,0,-68.79433861,275.0406835,0,0,-67.95214462,-67.62002091,-286.182231,
284.5599998,1111,-39.52749037,-57.09907168,-18.91490004,183.1017228,61.13228216,449.3452571,133.4337524,644.3064531,0,52.93122835,-237.5556368,0,0,-489.8515232,65.10651328,-57.41911578,
284.5679998,1111,73.96691383,-7.188880406,57.80560145,-108.7320262,-32.85604125,-203.3381284,-179.9098961,-678.6105003,0,28.26352298,322.98004,0,0,1197.396565,74.37502028,302.0194108,
284.5759998,1111,-145.2364817,-53.58347956,-63.47503472,-75.74209518,28.97948205,-400.5448684,315.8707776,-670.4798081,0,-166.088405,-74.70921819,0,0,-2280.95544,-205.5153185,-1088.514224,
284.5839998,1111,-38.41128257,-53.04212649,-21.31932331,158.3168028,45.35143577,410.7097,131.5171592,603.5534841,0,49.15465452,-230.2689091,0,0,-492.9819439,46.11546388,-70.77233814,
284.5919998,1111,90.13347595,2.847022618,74.07293014,-94.07766573,-40.83635467,-148.4565974,-196.8960165,-578.8675319,0,55.41558494,302.3143227,0,0,1380.0629,78.76816862,404.0840568,
284.5999998,1111,-39.48679025,-29.19287773,6.247495662,-4.641598151,7.627231532,-86.009282,103.3842903,-272.1695655,0,-45.26297385,-8.785944374,0,0,-650.9316726,-49.8134247,-336.7379418,
284.6079998,1111,4.147219978,-28.69065556,19.2481081,42.7131313,11.69217488,110.278924,24.13748129,4.055056555,0,20.99077999,-17.24900184,0,0,5.469863184,22.09065776,-7.714183855,
284.6159998,1111,46.78941526,-8.041152762,37.0896975,-10.24132352,-0.338944721,26.93122457,-79.37441635,-207.4669363,0,50.54881505,136.3434721,0,0,642.5455749,64.91521707,201.143198,
284.6239998,1111,-7.645758869,-10.79308693,11.50315855,-46.39387889,-8.072269638,-173.4360611,56.04670272,-450.6685447,0,-26.1714492,82.37160079,0,0,-381.905213,-37.75800396,-261.4040684,
284.6319998,1111,8.669550685,-25.05681515,18.12833157,80.1827796,13.19161573,210.3437631,20.35840433,180.1222364,0,51.93113015,-57.5335336,0,0,107.3229041,40.25439381,76.66725098,
284.6399998,1111,50.5908668,2.436454758,32.64258326,-59.89694093,-23.35903543,-137.5675726,-84.0221424,-484.0450115,0,29.83297316,185.7925843,0,0,575.3568057,21.94840174,110.0503329,
284.6479998,1111,-39.9365556,-32.48838309,-25.93403212,-7.207998001,11.93432605,-67.4773089,102.6810919,-228.8096214,0,-17.20032647,-34.09571141,0,0,-721.8107071,-62.16541903,-356.9691686,
284.6559998,1111,33.35155036,-31.38384401,18.4152162,73.63453291,24.39841354,299.2814006,-72.29232709,276.0663404,0,85.42321233,20.42042705,0,0,724.7287612,108.1631626,333.8633405,
284.6639998,1111,6.181029229,-6.398776537,24.63557229,-136.8932588,-12.69592374,-370.3247926,-9.818280682,-821.4917228,0,-44.40948036,261.6478012,0,0,-37.44376767,-38.27165897,-222.6455315,
284.6719998,1112,-34.75777759,-39.78486491,-9.838493575,137.6248611,53.24799867,364.0982396,99.16645509,518.4569763,0,61.8128312,-143.1580992,0,0,-341.2021784,55.66265374,-40.0300709,
284.6799998,1112,74.65120931,-2.877776517,46.83658081,-82.51206243,-27.09575252,-127.1885557,-145.1218116,-494.9680681,0,32.208063,287.7028507,0,0,1045.568005,74.10617927,279.1785903,
284.6879998,1112,-44.50622076,-33.78083597,-23.72493391,-23.967064,6.285340183,-125.2751329,140.8374195,-296.5825987,0,-71.33875174,-10.80778062,0,0,-924.7219662,-75.60083554,-462.3345238,
284.6959998,1112,57.26940211,-0.618999007,38.8379841,114.2542803,11.11469156,374.3349526,-58.36017356,412.9676201,0,101.7160958,-22.49175701,0,0,760.748659,119.6319574,384.1656722,
284.7039998,1112,28.62688415,5.773259872,49.48584733,-166.9262871,-38.6298775,-471.0862734,-23.42692478,-1016.322118,0,-47.79676978,289.8548051,0,0,47.30242438,-67.29244853,-227.5507881,
284.7119998,1112,-49.11093872,-66.13154531,-23.10754286,145.7076272,44.6943304,395.6052752,129.1653668,578.9797357,0,32.30221746,-214.4994118,0,0,-539.8346295,25.65346998,-100.8684022,
284.7199998,1112,77.16026959,-5.035762164,41.99441623,-99.01600727,-38.73307632,-141.2555319,-174.213596,-556.5934181,0,13.32500616,301.0964267,0,0,1179.624289,64.88882198,325.8039284,
284.7279998,1112,-62.1938261,-48.23800254,-31.2896364,-33.02496908,21.42248288,-124.1595293,143.554898,-312.8368246,0,-101.1114954,2.855816006,0,0,-1002.773883,-81.8165978,-491.5946525,
284.7359998,1112,45.56260755,-23.82835077,16.46003975,105.8315423,14.99443071,417.503067,-71.62936487,473.4656931,0,69.56602723,-13.04625127,0,0,793.249995,130.5941725,408.5855472,
284.7439998,1112,21.70794191,8.069732296,22.68403668,-189.8704695,-48.9776983,-498.6124441,-45.04410387,-1070.137201,0,-75.02182785,309.4531253,0,0,90.3829235,-79.59009179,-231.8909732,
284.7519998,1112,-58.82284259,-64.51064345,-19.64998265,155.2891978,56.81655715,419.1223971,137.843462,629.1509515,0,23.20363614,-216.6825077,0,0,-589.3320137,22.19353099,-117.263041,
284.7599998,1112,84.49013308,2.379624042,77.84559028,-92.47211917,-39.35732979,-125.4782001,-170.3146017,-536.5803028,0,16.61109815,329.2020526,0,0,1256.200405,74.80376683,354.4272552,
284.7679998,1112,-65.5786507,-33.72963602,-1.331377826,-25.31676958,9.360890462,-133.7801785,160.7109217,-333.4236452,0,-83.9873375,5.425867367,0,0,-1018.574038,-91.17755274,-509.1913965,
284.7759998,1112,28.90442399,-33.96260626,42.33192423,122.2817765,20.44764078,446.4448954,-62.63696998,515.015206,0,85.37314373,-15.48327414,0,0,796.4400355,135.0763158,414.0373964,
284.7839998,1112,20.25943363,-0.780122695,45.06783436,-191.2713926,-47.50911046,-483.6309488,-49.3583245,-1063.549101,0,-85.65735331,347.0960407,0,0,162.2467483,-62.3795887,-205.4549528,
284.7919998,1112,-50.16302923,-50.62083914,-11.32381571,154.1361147,40.06138638,411.2519303,144.1966013,603.8919393,0,17.76413335,-214.0824265,0,0,-596.2702533,17.51126261,-128.5254948,
284.7999998,1112,87.29815994,8.408189122,84.15954941,-85.20960393,-54.00665899,-130.572722,-172.7413897,-563.3278733,0,39.70754567,301.3506688,0,0,1257.338782,52.07414033,343.4218584,
