Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id,,,
491.5519997,1920,18.50346236,-643.9497157,57.35589755,13.51703511,-19.58892646,-591.2551577,-188.2506461,-44.05587336,45.60923934,-0.737209776,155.3813116,-25.46779874,-91.16244705,8.185705622,0,-182.4671401,1111,,,
491.5599997,1920,-23.11242635,-794.2654107,47.0972411,45.16347865,-35.99392965,-420.2831802,-180.8415635,12.83209164,25.17895018,21.2756465,-18.24909318,-25.61044844,-89.49222882,28.86213578,0,-126.3160963,,,,
491.5679997,1920,54.20184264,-653.8527225,34.17964804,4.106544937,17.40819673,-562.9895553,-189.8726469,-27.21805202,24.96939127,-17.28862266,146.6728494,-41.31778287,-116.8394468,-10.42871568,0,-78.6859255,,,,
491.5759997,1920,-19.4353288,-701.3611396,28.62488622,34.85955828,-72.56766559,-457.6470767,-188.0116725,-6.830735809,22.39439293,-3.582266089,17.87645058,-5.112980258,-105.9107464,10.28029657,0,-170.7647448,,,,
491.5839997,1920,54.34801024,-774.523649,51.10694506,4.403847169,24.06649336,-466.5694178,-184.3398789,-7.210363959,35.74081268,-3.893284601,17.12152533,-56.49622861,-100.9159024,9.782044108,0,-34.70144682,,,,
491.5919997,1920,53.72599253,-649.5380667,49.12035543,2.602868421,-15.63623796,-587.6152313,-187.471648,-71.65973813,44.36280924,-7.195678497,144.2383229,-21.2413579,-97.55513945,4.466308688,0,-168.2414523,,,,
491.5999997,1920,-5.435008886,-809.1729008,42.92004265,29.9807739,-26.65094589,-421.1955644,-179.4451684,-10.18982635,26.75120366,4.189400747,-42.50906822,-28.18270752,-87.33867022,21.58448495,0,-121.4144883,,,,
491.6079997,1920,84.78877232,-682.5133479,53.90817453,-14.1405413,46.01420811,-581.390742,-184.8107235,-62.81636278,33.41240928,-21.58266109,129.1773483,-42.25867237,-105.3143919,-7.575409158,0,-81.12514411,,,,
491.6159997,1920,16.13798262,-723.4702172,51.28124122,22.69683515,-38.52036947,-501.9421756,-174.5774151,-59.80748931,49.74510921,8.229396575,26.47489754,2.731111311,-89.93798349,19.71978089,0,-198.3234446,,,,
491.6239997,1920,49.30445679,-763.2667039,39.73530478,0.254805965,43.42878825,-489.2443996,-168.8556335,-36.78621212,39.20561787,-0.691075433,23.67911287,-45.75809393,-91.01315543,10.79362616,0,-67.49182372,,,,
491.6319997,1920,49.02670171,-607.9265184,29.48939016,-7.034640661,-7.351973439,-592.1124083,-172.2343162,-85.19958479,20.94230303,-21.88720467,137.9871237,-13.19503746,-109.5398866,-13.30798364,0,-171.4664024,,,,
491.6399997,1920,13.72511641,-760.0993027,44.09856015,25.08859486,-20.4676017,-440.1339298,-160.8714092,-40.19990833,28.45675252,7.101507899,-36.60110115,-22.35736524,-99.65401108,15.89774562,0,-125.6209775,,,,
491.6479997,1920,79.15760578,-605.1816439,33.34248719,-8.909930043,46.90608703,-584.0560937,-176.1062493,-76.23012999,31.87501257,-13.41633287,147.7671629,-37.68204199,-116.8240439,-6.635260218,0,-89.20244254,,,,
491.6559997,1920,-8.459992774,-629.6829551,7.992307362,21.75509846,-56.71375522,-471.9430741,-179.3485743,-46.30673064,5.250665085,-13.76125971,19.52792946,4.65418905,-127.6274217,-9.71306501,0,-177.8731484,,,,
491.6639997,1920,36.17258447,-709.9312586,17.27881584,-6.028481889,15.71139501,-455.5256176,-178.9410101,-29.32838782,-4.13177338,-24.84067223,-6.552433597,-51.51091903,-137.680177,-24.01000016,0,-26.34929557,,,,
491.6719997,1920,52.01714312,-573.0243086,21.24493462,-14.69388572,-22.74739484,-572.3277982,-184.4139014,-89.77868705,7.42883487,-30.12110424,118.4604782,-22.41070225,-137.4480484,-30.15594724,0,-134.8201083,,,,
491.6799997,1920,14.40353973,-729.6625759,20.82975421,13.08860027,-33.45390667,-415.750392,-173.0867248,-45.16385154,21.85378996,-0.791885993,-58.61344081,-29.77461402,-114.9330242,0.391145611,0,-99.55253329,,,,
491.6879997,1920,76.05093333,-596.8546706,15.1215002,-21.59560638,29.53925247,-564.4094284,-189.8305712,-88.5024337,22.17067526,-19.74615589,126.0605467,-47.19573814,-125.9622145,-21.28352016,0,-65.0203525,,,,
491.6959997,1920,8.629895196,-619.3771599,18.77965612,17.30586267,-60.10732111,-478.754955,-184.0353706,-76.66771839,10.59852366,-3.821266191,16.02466958,-0.288008154,-117.9745396,0.182466246,0,-164.8152521,,,,
491.7039997,1920,48.30997791,-674.0916725,18.45086509,-3.022779312,27.25134046,-457.1228329,-179.5416353,-58.94224004,17.54200597,-8.787654301,-2.4999244,-47.34235205,-122.0226531,-3.695836573,0,-26.28282936,,,,
491.7119997,1920,57.00350278,-511.0801832,24.94789254,-7.262821664,-3.812563961,-572.5410779,-182.1956163,-115.5471226,21.61174468,-13.34766635,134.2986773,-10.90638099,-133.8426738,-13.82377316,0,-135.4477338,,,,
491.7199997,1920,31.16641094,-674.9561202,42.06435154,21.30164359,-17.72333849,-433.2086118,-164.1850148,-80.42406538,26.48363641,23.40666512,-46.93935598,-8.267923469,-107.2884507,26.04274947,0,-101.7570681,,,,
491.7279997,1920,88.88060566,-572.6308548,23.81559023,-22.11374428,36.95877753,-590.801154,-191.1880238,-130.5491467,28.55120764,-4.717402136,125.4121259,-26.93822455,-112.7567357,-3.190687397,0,-70.94797698,,,,
491.7359997,1920,28.72191852,-612.7902461,33.21567229,20.63593851,-48.78842722,-520.6873,-176.7385203,-121.6285994,27.81191207,16.56637526,28.35576669,14.85234137,-99.94535118,21.95327398,0,-185.1479228,,,,
491.7439997,1920,81.72685549,-682.0487369,31.1339963,0.363802152,33.36748655,-510.0589455,-163.5759499,-100.9417077,31.35663332,14.88124323,9.383976055,-33.72605956,-100.9213849,23.99122059,0,-50.73991317,,,,
491.7519997,1920,72.53275817,-526.9039879,9.319963603,-17.43703336,-16.34716595,-623.4887533,-190.5565888,-149.3228296,18.81544095,-11.81067477,131.9976691,-3.597052654,-111.0548772,-5.904995744,0,-159.4777295,,,,
491.7599997,1920,22.61899212,-684.0266474,16.84438269,19.19015915,-31.96198953,-454.7617164,-173.6758586,-90.29376905,16.00643107,14.17774467,-64.41817399,-7.952858668,-97.60778818,25.10011587,0,-121.3349196,,,,
491.7679997,1920,77.77509665,-565.7131425,3.653376123,-21.64042912,33.93965306,-584.4405386,-181.3514231,-120.1903785,-0.507663147,-23.91069614,97.56118502,-37.82296503,-143.5589615,-13.72302556,0,-56.10456023,,,,
491.7759997,1921,13.03822858,-609.0309119,10.55252401,6.114422119,-55.19188621,-514.8856268,-175.3860809,-119.7594886,-15.61883377,-4.202733876,3.152325109,0.03907775,-120.3343744,3.693054018,0,-161.7263214,,,,
491.7839997,1921,70.03238032,-701.2456108,9.655585387,-7.064962238,33.86935915,-497.4042522,-167.0310682,-104.7541136,8.394015052,11.61738874,-13.58227883,-39.59933185,-85.68624291,20.3956254,0,-41.20144819,,,,
491.7919997,1921,66.53587014,-544.1813335,-0.617310705,-18.04289356,-2.375851963,-605.7109394,-182.959733,-151.2667694,-2.025215684,-18.0379682,116.4540226,-3.907506154,-110.811582,-9.777401702,0,-138.4763635,,,,
491.7999997,1921,21.22427224,-697.7191426,24.34724045,8.635182225,-20.93966808,-451.9507049,-166.8589334,-107.0019104,-12.90993056,7.682944391,-63.61687242,-4.723549083,-84.58778896,17.8872306,0,-98.8511957,,,,
491.8079997,1921,88.98355785,-562.9432063,8.692047875,-26.22359953,50.22873742,-590.3583863,-180.5585987,-142.2032556,5.604177013,-10.06241706,113.7302503,-25.44744057,-96.13060465,-3.719328816,0,-54.70928256,,,,
491.8159997,1921,-1.000436974,-564.5755563,-6.198835728,6.579555676,-47.97756329,-500.4490864,-188.109259,-121.8300406,-18.23502325,-7.911292028,4.998365303,25.19132301,-113.2662497,0.950242221,0,-155.8377814,,,,
491.8239997,1921,39.67181819,-650.0183141,-1.398632205,-20.18142266,23.31307425,-477.0000953,-185.2621872,-106.6249357,-30.15314851,-15.97401813,-31.15823661,-6.584650721,-116.7740393,-5.336709139,0,-11.30525511,,,,
491.8319997,1921,44.94412818,-490.1575888,-6.768850131,-32.54883775,-12.97104327,-595.6405182,-191.5398736,-160.483668,-24.96993951,-39.39203292,105.9451678,32.70843397,-139.4438514,-31.35600862,0,-112.7560869,,,,
491.8399997,1921,-9.255834239,-641.0753363,14.23083394,2.607414455,-32.71825087,-433.536297,-171.5481277,-107.4019066,-32.28023616,-8.306583162,-76.49968016,35.1875468,-128.1854725,6.644141212,0,-77.58183872,,,,
491.8479997,1921,68.91433237,-526.8976131,6.668751663,-36.23250716,39.64106092,-584.9357406,-184.7407954,-147.7891122,-26.34556902,-22.59045834,107.2202914,16.14083131,-137.7287973,-13.78197287,0,-24.8558538,,,,
