Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id
562.9119996,2198,15.20006946,-65.85460212,46.86157564,1.224369614,24.04714486,-2.102E-07,-282.210503,15.59288649,130.6748289,4.58188681,-74.01964191,-0.003660824,63.66131483,-98.58967915,-232.3171351,-110.6240757,1111
562.9199996,2198,-109.7362754,-80.40034874,-20.89045556,-33.8859799,-9.596428777,-2.082E-07,86.29381362,-15.24870308,129.2282761,-16.90171484,-157.6662356,-0.003666126,3.967187656,12.63420226,-16.92653307,-15.76452072,
562.9279996,2198,-112.8792536,-100.2752201,-17.02714075,-48.56035094,-23.57896812,-2.063E-07,-91.00111482,-33.23300408,164.3498932,-29.00359671,-93.55787113,-0.003671315,-25.36492617,58.49613773,15.08242511,0.61484991,
562.9359996,2198,-166.5605445,-165.8745742,-27.85145407,-45.47251242,-14.94788627,-2.044E-07,57.46537151,-18.10058009,78.42904784,-60.70740772,-160.4768652,-0.003676392,-5.407222669,-37.69016298,-80.29252118,-61.86516528,
562.9439996,2199,-160.2465111,-175.5447034,-9.29109095,-35.67607881,-17.06386183,-2.025E-07,-142.5130098,-25.88355695,157.6570523,-60.69909256,-83.16052455,-0.003681357,-18.61443293,59.69311188,15.708133,12.01131837,
562.9519996,2199,-245.3178389,-256.0662434,-41.39514132,-50.1788274,-20.44226957,-2.006E-07,82.99916587,-19.29340354,33.45931329,-96.8189577,-204.2616865,-0.003686209,7.272137787,-75.18722009,-121.0078318,-81.44951175,
562.9599996,2199,-249.582124,-236.5696204,-47.35926945,-61.77297781,-44.65441162,-1.987E-07,-65.40088852,-41.40816873,131.3001528,-104.7034137,-110.7854751,-0.00369095,-59.12139425,69.72400344,55.34333158,15.65446298,
562.9679996,2199,-233.925735,-283.0141819,-23.69392592,-55.0572663,-15.97907196,-1.968E-07,-123.4708447,-23.57237707,49.71829889,-124.3825885,-150.3526833,-0.00369558,0.978917185,-83.19358107,-140.2045924,-88.81379266,
562.9759996,2199,-308.8684456,-278.7772391,-76.54476642,-76.90269875,-39.25877689,-0.000000195,145.4506322,-46.22575079,49.97852215,-140.047608,-218.3415802,-0.003700099,-43.88646681,-25.53372492,-16.08652761,-45.76299145,
562.9839996,2199,-211.8987789,-249.2356858,-17.35133302,-56.03930597,-26.42094887,-1.932E-07,-279.9810002,-43.38241385,136.7706085,-121.3306753,-73.22060845,-0.003704507,-40.27965538,28.60133129,-21.66883503,-19.44736127,
562.9919996,2199,-275.4308388,-293.8001672,-54.04319816,-60.43189929,-16.31677693,-1.913E-07,137.8787654,-21.0871931,-17.46567473,-147.0222069,-245.5436474,-0.003708805,5.387702974,-142.0160152,-170.0974664,-121.2650204,
562.9999996,2199,-230.1247864,-218.5488764,-51.77740309,-61.19120305,-42.11391796,-1.895E-07,-94.20275064,-49.49105021,168.6848901,-115.877451,-110.8266824,-0.003712992,-68.69434069,100.6072419,107.0025354,40.12864987,
563.0079996,2199,-192.293548,-266.6434914,-18.37177251,-42.62771333,-3.233487822,-1.877E-07,-147.5558232,-17.70115206,48.93695411,-120.3373155,-172.3798443,-0.00371707,22.403745,-114.3703442,-186.4429211,-112.4960883,
563.0159996,2199,-260.2599715,-230.5262963,-83.63220235,-68.66760266,-38.78056182,-1.859E-07,179.5628192,-48.97770643,68.70275407,-140.2429393,-221.109962,-0.003721039,-54.89749541,-11.45411549,14.66070042,-32.71481928,
563.0239996,2199,-120.5350777,-180.6444625,0.519736485,-36.03631849,-13.80377156,-1.842E-07,-312.419188,-37.43112538,173.5264246,-106.0356472,-56.16645254,-0.003724898,-33.56810475,34.22834271,-13.26798095,-19.88620899,
563.0319996,2199,-187.0152808,-216.2055174,-30.07920153,-37.9051696,1.783476236,-1.824E-07,169.5049187,-7.527380093,18.3735716,-108.7147412,-246.45074,-0.003728649,32.03363149,-140.8366376,-167.5574664,-121.7545787,
563.0399996,2199,-142.5731829,-129.2827428,-36.52718203,-54.29986704,-42.94176345,-1.807E-07,-98.88724791,-54.03063255,215.8445705,-87.72019416,-71.7077115,-0.003732291,-65.7065135,116.6605877,136.380312,54.13383775,
563.0479996,2199,-96.24166592,-177.8712076,2.148776574,-32.78953509,-7.084151362,-1.789E-07,-157.6607512,-21.58090035,83.29718986,-98.03483915,-129.4808747,-0.003735825,35.89012355,-129.6944242,-194.9357008,-121.1576024,
563.0559996,2199,-161.6610709,-127.7739269,-55.68785243,-49.39839027,-37.79686703,-1.772E-07,201.1552186,-41.35653947,125.9637248,-95.88319541,-182.3371294,-0.003739251,-29.03766729,-0.692737316,32.95207021,-18.41264072,
563.0639996,2199,-34.17777116,-89.8039205,17.29643623,-27.6282274,-17.26532557,-1.755E-07,-318.3810014,-35.87592874,221.9072102,-67.73187582,-5.77094392,-0.00374257,-17.02890029,37.09773641,-1.739864259,-11.33766071,
563.0719996,2199,-119.7037525,-143.3110594,-29.85827576,-35.73114753,-6.044641101,6.46E-08,165.8805845,-17.69413587,43.65674336,-85.38941725,-199.1247899,-0.003745782,36.16333249,-149.1902161,-164.3563397,-126.2000516,
563.0799996,2199,-67.93572366,-45.77176479,-27.19209374,-38.16035719,-42.57746285,2.912E-07,-99.856051,-54.9974893,244.1514881,-55.6875267,-24.5565391,-0.003748886,-65.62121413,118.5481266,147.1227236,57.5537466,
563.0879996,2199,-16.07702407,-89.62673856,26.64081457,-4.999238735,8.75031914,2.186E-07,-151.2765503,-0.032774536,106.0291929,-54.02064282,-85.2950586,-0.003751885,38.41680653,-132.4936102,-187.6229352,-113.2609633,
563.0959996,2199,-98.77640168,-53.40955322,-41.77434498,-29.13202286,-22.6236738,2.228E-07,221.4767793,-22.50829717,142.3421677,-49.72125578,-151.5810668,-0.003754777,-17.96479508,6.421605585,53.92853859,1.297274726,
563.1039996,2199,19.34706811,-24.64320964,17.26808642,-15.12566863,-19.49725163,0.000000235,-321.613912,-32.16347393,236.6612689,-33.38425552,32.55467638,-0.003757563,-16.38197961,45.23017386,20.71949448,7.12288584,
563.1119996,2199,-56.35944309,-75.3886387,-16.52244147,-12.1340543,-1.872713404,2.162E-07,167.4848945,-1.241557475,52.13756148,-56.82053653,-166.4448858,-0.003760244,33.92579341,-154.6995434,-158.9112388,-117.6584135,
563.1199996,2199,-11.97723994,13.2513125,-11.70314574,-20.2618983,-26.65853823,2.275E-07,-82.71414769,-42.19513078,258.1432388,-20.53768478,-15.6900697,-0.003762819,-44.2003092,131.4455272,161.7142399,73.50079215,
563.1279996,2199,65.4938516,-37.02395303,52.81372778,-5.331269611,15.29110966,2.165E-07,-357.6751453,-9.799130727,155.8104429,-26.47360881,1.348908015,-0.00376529,54.29542841,-94.23032811,-177.660103,-100.9516177,
563.1359996,2199,-22.5126433,-21.31355821,-5.893488454,-31.33810837,-10.26096043,0.00000022,81.11049943,-13.51426348,138.5025504,-38.516714,-99.15793332,-0.003767657,9.297081683,-31.9784802,-19.13675869,-42.66020065,
563.1439996,2199,4.193451318,-2.104518716,3.416807461,-33.45971366,-16.023424,2.149E-07,-77.92812616,-31.10487647,203.0897356,-23.14688498,-40.73133502,-0.003769919,-0.299234214,35.45385944,42.41416681,-0.065367701,
563.1519996,2199,-19.25834839,-29.01566341,-9.049206625,-35.57353987,-15.69523548,2.146E-07,26.42455433,-29.82038234,126.6173478,-38.77918995,-98.07128565,-0.003772077,17.67140408,-67.75811595,-70.36663351,-71.83335475,
563.1599996,2199,18.78335294,9.855008871,4.30012788,-35.82932892,-31.51517492,2.118E-07,-156.7617753,-45.95546367,219.8603168,-28.59235911,-5.665506183,-0.003774132,-20.6741315,38.26152454,40.30646316,-2.063658029,
563.1679996,2199,-15.24472866,-35.78267669,-10.1144016,-36.62485742,-21.74732061,2.102E-07,32.319614,-38.30092154,106.1401276,-42.89701354,-96.43426183,-0.003776084,21.09448438,-107.6433029,-115.45947,-96.08122852,
