Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id
471.5279997,1841,35.98941451,45.6547585,23.02609519,-81.84232374,52.07929309,-341.4354496,37.73611031,-743.0571716,0,-5.300614258,1358.088559,0,0,-559.3174569,-17.85196661,-240.6559074,1111
471.5359997,1841,10.03033895,50.42288026,-27.99383261,170.359898,-13.34385074,399.4976467,86.75294715,676.6124148,0,87.18155603,812.4053181,0,0,-568.8073458,93.1682755,130.3420854,
471.5439997,1841,114.846035,60.5008705,64.61588015,-68.45041917,10.44350452,-228.3083806,-150.7450908,-700.2259023,0,70.73727783,1255.013829,0,0,493.1497189,-41.3740458,180.0256876,
471.5519997,1842,-50.03780114,25.64252647,-44.59971765,60.80579155,35.56418787,59.00327465,177.1748655,107.2519495,0,-9.832442863,1080.423318,0,0,-1221.929309,60.34222738,-284.2004183,
471.5599997,1842,86.90663866,49.52452516,28.7990999,93.39470394,-17.91354928,260.4717918,-112.140965,223.9463375,0,123.7513095,934.3809079,0,0,477.8148239,38.95511127,419.8978224,
471.5679997,1842,41.75607564,57.72061467,26.60651917,-90.5845578,33.15946519,-349.2406988,21.1608381,-774.6366049,0,-32.34295877,1369.481643,0,0,-495.6130131,-18.07572305,-231.6313812,
471.5759997,1842,2.26412577,53.45631153,-24.36680912,166.7128007,-23.14083768,391.6882944,92.16487379,656.0295337,0,89.24906864,799.4068272,0,0,-635.423896,78.01457175,93.17518023,
471.5839997,1842,102.0446054,45.41585256,61.24193856,-60.23001692,11.26031713,-202.2320046,-164.7928389,-665.5962525,0,67.92715102,1243.970107,0,0,520.9506448,-39.29618953,190.6237219,
471.5919997,1842,-43.92497657,28.39370112,-34.17982737,51.80538975,17.34869747,25.8161019,164.7230831,47.69581008,0,-35.40251874,1103.607396,0,0,-1208.211666,60.68873869,-301.0056672,
471.5999997,1842,92.99144118,62.5974329,45.28835381,99.0332221,-41.05921657,251.3223118,-107.6575789,224.7279598,0,124.5705732,909.3108858,0,0,428.0402274,32.39124994,403.4769843,
471.6079997,1842,40.80040138,62.20174616,41.94617486,-90.86157392,29.24202649,-376.3753809,9.289767871,-818.6359018,0,-26.27742384,1354.699708,0,0,-476.0269944,-33.77563793,-228.5489555,
471.6159997,1842,-1.834666144,54.91064356,-3.2536631,163.9355797,-33.46400227,355.4115229,98.67322304,612.7415786,0,67.94739862,789.0597403,0,0,-704.7610078,63.38715412,69.42256192,
