Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id,,,
564.7919996,2206,173.2135024,112.1444688,-7.966313936,32.41686389,0,56.35813413,88.3569325,265.9877961,-70.99339937,-16.79725855,115.8635304,58.64308088,-17.3878171,15.63878631,-9.196920356,28.55859174,1111,,,
564.7999996,2206,153.8024885,74.69649082,49.12500101,15.29028812,0,20.50598492,164.7222613,284.7151093,-174.6962655,12.67259057,-61.00586904,88.76718276,5.617371976,47.22577054,12.65702659,0.264582259,,,,
564.8079996,2206,158.6778275,77.18328281,14.24658656,8.773519676,0,19.66112635,178.7238978,295.4555467,-49.05570033,-34.19888219,178.1975061,35.58904954,-44.53668832,16.11899209,27.3499806,34.202994,,,,
564.8159996,2206,177.2617076,107.6774454,17.25452868,41.02747747,0,46.33339411,75.29908973,245.0555463,-147.5577226,13.93858767,-53.13440321,71.43577417,14.12707291,69.55992736,-13.83379689,4.827989889,,,,
564.8239996,2206,155.931594,64.3172558,53.46336958,-15.31248631,0,-10.51754321,229.7255292,296.3559833,-73.15804212,-15.33605631,87.4891296,51.55814587,2.518590293,33.00682094,50.29924504,10.00010486,,,,
564.8319996,2206,154.3434572,94.47679063,-25.72813701,11.02468249,0,20.53526709,89.49650943,264.2644151,-61.6035105,-27.0409671,100.6662954,37.24413379,-34.51226922,6.559346117,-13.71740123,19.88058968,,,,
564.8399996,2206,149.6839788,72.47417477,37.88340822,-5.263645273,0,-1.292623236,161.8589773,267.9866695,-143.1259408,-1.648754575,-79.64460278,63.93714895,8.747942713,19.19167577,2.85674383,-22.23631494,,,,
564.8479996,2206,152.1522354,82.32527373,10.49214835,-7.12709599,0,-0.880513235,183.1055524,276.209463,-10.15011013,-39.76389842,172.7962111,28.2200996,-49.83118309,-20.59876473,28.50147394,12.94902213,,,,
564.8559996,2206,151.9213811,99.9458483,2.028166064,22.6533463,0,29.68528048,71.56305316,232.3757652,-119.9700161,7.378264574,-69.29336268,69.19232117,-2.047175404,34.53874755,-17.06293007,-14.69641217,,,,
564.8639996,2206,132.8305497,57.70923629,38.75127382,-28.48448237,0,-20.23461043,213.3545175,276.7233583,-49.21522017,-25.44620986,61.05943539,44.0225133,18.90710555,-2.278296794,38.30205946,-11.71192588,,,,
564.8719996,2206,135.6463287,91.21498914,-37.1029033,7.677277529,0,16.0246627,74.13604011,244.2128006,-43.81310115,-33.85057336,82.39755435,28.82649403,-39.5670737,-4.026541336,-18.94019833,0.057174768,,,,
564.8799996,2206,123.7752916,57.21555451,20.6431059,-11.87817392,0,8.017228268,150.4794766,269.5397533,-131.5969851,-5.27306779,-96.51398486,53.5861824,-24.96404413,31.98529291,4.718934788,-29.4209741,,,,
564.8879996,2206,130.3420192,67.09398044,-10.00734492,-24.73366458,0,-7.765390067,168.3208013,285.5218735,-2.575374329,-59.04497568,155.0262831,6.323852817,-61.40834787,-29.41987209,15.61775249,8.681728923,,,,
