Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Channel 17,Channel 18,Channel 19,Event Id
428.8479997,1675,0,261.5997716,0,79.25116874,-58.01906494,-41.66360584,0,-174.9333392,5.67E-08,-110.4054854,708.2960411,0,157.2436888,16.85329896,0,0,-0.00109777,-0.004739519,0.009317547,
428.8559997,1675,0,-63.23987295,0,-49.95204804,99.23607764,130.1962302,0,-9.830251856,5.65E-08,-77.59609649,557.1250394,0,72.60471254,26.34846179,0,0,-0.001309213,-0.003878571,0.008907757,
428.8639997,1675,0,62.58396064,0,45.53512175,-27.48575593,-45.834089,0,-142.0586502,5.63E-08,-29.69126663,403.1243285,0,31.33593138,-13.97265525,0,0,-0.001387306,-0.002791177,0.007152231,
428.8719997,1675,0,159.2282524,0,50.44423171,-9.236900597,21.1728143,0,-108.7097908,5.61E-08,-178.2292566,828.1552696,0,185.3740317,68.67943172,0,0,-0.001104558,-0.00406439,0.008594325,
428.8799997,1675,0,-145.1754313,0,-35.44083632,76.05615078,58.01045197,0,-41.37357723,5.59E-08,-42.19444485,320.0696505,0,-24.70537406,0.1104957,0,0,-0.001167455,-0.004100738,0.010789117,
428.8879997,1675,0,252.9365684,0,110.8547252,-72.44211183,-71.42710014,0,-174.1966388,5.58E-08,-157.8557952,727.8919511,0,151.3395419,31.02938232,0,0,-0.001084474,-0.005608843,0.016366898,
428.8959997,1675,0,-84.15564903,0,-44.60904996,108.5838045,125.8469033,0,6.70310588,5.56E-08,-102.9324426,577.4102707,0,64.73668427,38.6020395,0,0,-0.000955119,-0.005721824,0.015778569,
428.9039997,1675,0,34.69848378,0,31.27231588,-7.435727863,-42.13400222,0,-125.6422531,5.54E-08,-22.08253126,419.4020899,0,19.52076242,-11.22260569,0,0,-0.000978505,-0.004812095,0.013441923,
428.9119997,1675,0,135.7014299,0,34.61840886,-2.28954127,18.02005534,0,-100.5677466,5.52E-08,-146.3519526,834.4109187,0,168.312505,60.5306068,0,0,-0.000838615,-0.005610336,0.015317075,
428.9199997,1675,0,-154.7265103,0,-42.12271141,68.79904994,48.21669101,0,-44.37796367,5.50E-08,-5.741012858,334.3097544,0,-38.55446544,-0.08128957,0,0,0.00176839,-0.005054923,0.011935103,
428.9279997,1675,0,238.4264556,0,96.36598896,-77.71781639,-78.76193244,0,-186.3456642,5.48E-08,-116.1774715,744.0898034,0,139.9141862,38.8307252,0,0,0.006007117,-0.005097606,0.009140131,
428.9359997,1675,0,-105.27709,0,-73.88555954,110.0012877,122.3686894,0,-4.626336345,5.46E-08,-43.20161788,579.7396871,0,46.48291055,27.65410121,0,0,0.005551677,-0.005248571,0.009667411,
428.9439997,1675,0,29.2088747,0,20.52041846,-12.64096186,-50.19340655,0,-140.2348304,5.44E-08,16.78732117,441.1825695,0,10.67176062,-20.05067119,0,0,0.004448144,-0.004869467,0.009307178,
428.9519997,1675,0,125.4354362,0,34.44461509,-9.096129061,10.91451952,0,-119.1010258,5.42E-08,-131.6926351,868.1169556,0,171.0651466,69.06250495,0,0,0.005682544,-0.005121394,0.008991632,
428.9599997,1675,0,-175.0411572,0,-43.03147369,60.56980607,35.41382798,0,-67.79487745,5.40E-08,8.997045921,364.6843217,0,-37.59757192,2.243659053,0,0,0.004908067,-0.003161887,0.00704572,
428.9679997,1675,0,213.0268373,0,114.7200362,-100.1177023,-108.7428044,0,-216.84555,5.38E-08,-128.2550548,781.0958923,0,136.5150493,42.64566855,0,0,0.005048007,-0.000386858,0.004047662,
428.9759997,1675,0,-130.5138902,0,-31.81119289,72.63140582,80.83039158,0,-39.54165101,5.36E-08,-89.0946612,616.6268568,0,39.25321683,44.31584241,0,0,0.005326739,-0.000746731,0.004094617,
428.9839997,1675,0,-4.377249354,0,58.12148887,-38.13791501,-80.4324203,0,-166.9346097,5.34E-08,-27.57417281,475.2090944,0,-1.791676392,-10.42367936,0,0,0.004842598,-0.001355966,0.004657091,
428.9919997,1675,0,58.73334742,0,44.84824414,-0.152014924,6.957514306,0,-126.0891219,5.32E-08,-152.3216921,889.6422892,0,148.0975876,59.1149655,0,0,0.005258104,-0.00064709,0.003628075,
428.9999997,1675,0,-238.3954778,0,-40.21076935,78.17081002,39.00454733,0,-65.10153694,5.30E-08,10.27939096,388.018733,0,-57.82191616,-12.67791346,0,0,0.003271414,0.002363872,0.003055572,
429.0079997,1675,0,163.5301723,0,114.6198311,-86.41914969,-104.4075095,0,-209.9985312,5.28E-08,-110.3789221,808.8028459,0,123.9110992,30.75142773,0,0,0.000537915,0.007993541,0.001410318,
429.0159997,1675,0,-181.7521456,0,-34.73897884,87.94520065,88.3052942,0,-37.58026629,5.26E-08,-58.3048738,635.0768793,0,23.20425754,32.07964272,0,0,0.0009767,0.007449901,0.00116574,
429.0239997,1675,0,-27.46540692,0,71.07178828,-22.69120259,-63.8878105,0,-160.0103374,5.24E-08,16.41728154,514.4499734,0,-8.304632736,-10.83687589,0,0,0.001566573,0.005651986,0.001696934,
429.0319997,1675,0,52.32275357,0,51.94055882,36.71972684,52.69196974,0,-78.28249041,5.22E-08,-85.00968189,943.9297846,0,150.8429421,65.45095317,0,0,0.000946387,0.007418143,0.000828399,
429.0399997,1675,0,-239.3172307,0,-39.12503373,102.9217122,64.74947634,0,-28.09702963,5.20E-08,82.9203762,439.7721608,0,-60.75884442,-16.44993736,0,0,0.002240008,0.005319617,-0.000634876,
429.0479997,1675,0,192.0105043,0,147.0919457,-99.59300133,-120.4368105,0,-220.3494189,5.18E-08,-69.6656873,875.7524365,0,127.8287807,38.10818976,0,0,0.003612391,0.00404675,-0.003659741,
429.0559997,1676,0,-145.8356124,0,-10.05776406,93.34656602,98.46778093,0,-23.33629672,5.16E-08,-25.67269147,708.0302302,0,37.25657608,50.22540169,0,0,0.003291948,0.004565217,-0.003620974,
429.0639997,1676,0,-8.606489339,0,62.83006997,-22.37294303,-57.18068678,0,-146.5330103,5.14E-08,54.58946408,569.7523069,0,-7.203067199,-13.33248124,0,0,0.003220684,0.004127905,-0.002757338,
429.0719997,1676,0,82.11325608,0,78.4185904,-21.56832191,1.886364328,0,-134.2629219,5.12E-08,-95.85198235,987.9377124,0,144.3423546,65.10750938,0,0,0.003408478,0.004292593,-0.003921721,
429.0799997,1676,0,-213.5776509,0,-9.803522462,72.26114595,51.11669639,0,-60.66509729,5.10E-08,49.92222931,483.0954284,0,-61.46082378,-2.585935293,0,0,0.002444967,0.004933194,-0.000800319,
429.0879997,1676,0,168.9585224,0,114.2416544,-66.58854603,-72.68129308,0,-188.4185556,5.08E-08,-41.53180366,895.0546651,0,111.922762,25.43552176,0,0,0.001095951,0.006296973,0.003125189,
429.0959997,1676,0,-173.2248627,0,-19.51592051,80.68400912,91.59784123,0,-40.44133714,5.06E-08,5.102628578,722.4174176,0,17.775306,29.19107822,0,0,0.001328895,0.006068878,0.002244515,
429.1039997,1676,0,-29.17570415,0,86.62616424,-64.06878808,-90.90373007,0,-189.4104484,5.04E-08,31.36262059,605.6678397,0,-10.06573863,-11.89570497,0,0,0.001657856,0.005540987,0.001396111,
429.1119997,1676,0,43.77324321,0,75.56072693,-31.44424225,-5.148465666,0,-138.7185612,5.02E-08,-101.1947384,1006.524821,0,134.2108986,56.14585097,0,0,0.001345741,0.005933465,0.002072264,
429.1199997,1676,0,-232.4828115,0,6.981427835,41.90644699,15.27349314,0,-86.31791227,5.00E-08,56.42234586,501.6788674,0,-70.97829548,-18.43287283,0,0,0.003324083,0.004655203,-0.002065686,
429.1279997,1676,0,146.7827184,0,134.6705187,-98.17866271,-108.4046796,0,-223.2672948,4.98E-08,-58.39452674,931.9778492,0,114.7614231,21.73204624,0,0,0.006096487,0.003256399,-0.007722855,
429.1359997,1676,0,-211.8000641,0,-31.47582534,87.40470866,84.42794524,0,-51.82394669,4.96E-08,3.917139275,744.6800731,0,13.29184958,16.41338576,0,0,0.005695381,0.003423477,-0.006948275,
429.1439997,1676,0,-45.23151069,0,86.89092353,-59.59741619,-115.3093084,0,-212.3484577,4.94E-08,45.37401929,624.7429926,0,-19.20718279,-29.78804264,0,0,0.005106074,0.003539798,-0.005950882,
429.1519997,1676,0,21.51154323,0,72.13426066,-28.26386279,-29.271491,0,-164.2756669,4.92E-08,-107.0065049,1028.801332,0,126.1264751,48.86469114,0,0,0.005788591,0.003222192,-0.007352184,
429.1599997,1676,0,-278.720029,0,-31.56146229,70.03631066,20.70471312,0,-86.84685384,4.90E-08,44.03919998,512.3336529,0,-86.99621505,-28.16855791,0,0,0.005348839,0.004155807,-0.006593245,
429.1679997,1676,0,109.5043672,0,106.9985222,-83.6169296,-113.3933898,0,-222.6286324,4.88E-08,-59.22206603,927.2918199,0,92.06590695,5.531317232,0,0,0.005419486,0.005460317,-0.006838681,
429.1759997,1676,0,-230.5368312,0,-28.12541327,70.69743714,60.6103661,0,-66.40005683,4.86E-08,-15.96679077,737.8090839,0,-0.134805991,12.02642055,0,0,0.005572634,0.005136508,-0.007211109,
429.1839997,1676,0,-60.64173527,0,91.88926831,-51.59352777,-101.5349809,0,-205.4538866,4.83E-08,21.9749335,628.1293092,0,-22.27245031,-23.03261776,0,0,0.005295623,0.004790725,-0.006783597,
429.1919997,1676,0,8.054318571,0,83.33087113,7.251491191,15.09206921,0,-132.3350602,4.81E-08,-85.37058836,1027.655281,0,121.3664623,53.65130044,0,0,0.005519942,0.005017547,-0.007299261,
429.1999997,1676,0,-273.6302023,0,11.01496186,64.26232097,22.23185801,0,-89.76448759,4.79E-08,80.96253729,514.1651779,0,-84.7687937,-17.2251105,0,0,0.005370148,0.004718755,-0.007105219,
429.2079997,1676,0,120.9771743,0,166.8346707,-112.4181944,-132.4489872,0,-251.8776932,4.77E-08,-61.77563669,942.4075782,0,102.9273311,33.10933959,0,0,0.003666598,0.002093855,-0.007226333,
429.2159997,1676,0,-239.9019339,0,0.507511177,81.72954648,84.41817914,0,-55.4428658,4.75E-08,-18.25477967,746.5144283,0,2.237971669,32.82383311,0,0,0.000926427,-0.002103852,-0.007394257,
429.2239997,1676,0,-72.46815756,0,97.119596,-49.54528013,-84.59656781,0,-185.2533088,4.73E-08,58.11940961,631.1966668,0,-25.25904657,-19.36382554,0,0,0.001188267,-0.001767847,-0.007289974,
429.2319997,1676,0,10.34676963,0,98.85072179,-33.00823507,-2.730602703,0,-148.4055751,4.71E-08,-68.13634705,1036.42457,0,122.939494,64.50625891,0,0,0.00201886,-0.000618801,-0.007519107,
429.2399997,1676,0,-279.2564589,0,14.23071042,35.91176227,24.06339766,0,-109.4944313,4.69E-08,84.33365055,529.4520838,0,-81.05654507,-2.966613299,0,0,0.001190248,-0.001913897,-0.007475888,
429.2479997,1676,0,114.1028388,0,167.5272628,-136.3598712,-133.5098035,0,-277.2143769,4.67E-08,-33.18509402,956.1453632,0,103.8077891,40.80611962,0,0,0.000887489,-0.002889421,-0.011019675,
429.2559997,1676,0,-230.1450769,0,27.99226175,37.62406133,46.13852578,0,-103.1076395,4.64E-08,-2.489039212,759.9436763,0,1.216759037,44.48765107,0,0,-0.000554041,-0.005809626,-0.016663449,
429.2639997,1676,0,-81.84336389,0,116.8764671,-76.91892947,-115.8503962,0,-229.9789458,4.62E-08,45.78842904,648.1355203,0,-28.98495669,-7.802404955,0,0,-0.000547799,-0.005786667,-0.015954515,
429.2719997,1676,0,-18.81315034,0,109.2028719,-43.98430834,-29.4635502,0,-186.0595112,4.60E-08,-87.03381462,1039.904797,0,111.4340422,65.39783906,0,0,0.000204653,-0.004542548,-0.014556003,
429.2799997,1676,0,-285.0419434,0,42.54220895,34.07013954,-4.312200773,0,-126.7455008,4.58E-08,60.10251728,531.0468269,0,-90.2832068,-5.005290137,0,0,-0.000435206,-0.005760935,-0.016101482,
429.2879997,1676,0,113.7496034,0,183.5349291,-115.3578931,-129.4745873,0,-265.3322837,4.56E-08,-43.50109147,959.400218,0,93.65830869,33.65779063,0,0,-0.001666534,-0.002389181,-0.01508739,
429.2959997,1676,0,-223.8738628,0,36.06899988,51.26163943,57.64858748,0,-101.2986841,4.54E-08,0.057933969,762.7677414,0,-12.49285947,32.38954496,0,0,-0.004472239,0.001668623,-0.015244324,
429.3039997,1676,0,-57.98087346,0,131.1389789,-64.65699947,-99.67858459,0,-225.1763311,4.52E-08,41.76596732,664.9912225,0,-35.37208555,-12.22393886,0,0,-0.004204082,0.000872781,-0.015574541,
429.3119997,1677,0,-4.418224705,0,102.2992837,-18.89919035,3.867444724,0,-163.3437206,4.49E-08,-62.16176331,1046.348215,0,99.49590933,50.71140139,0,0,-0.003120768,0.000248316,-0.014933263,
429.3199997,1677,0,-256.8520778,0,41.36903186,29.81528843,6.991109632,0,-134.0554097,4.47E-08,84.04340364,538.8421284,0,-102.2040758,-25.93182738,0,0,-0.004063469,0.000989188,-0.015438324,
