Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4
748.0959995,2922,-92.29941236,-33.96206592,-54.16078061,23.37315256,15.35676271,14.20091981,172.5738624,98.99810941,0,-84.62570361,-72.84141567,0,0,-216.2061233,-20.22110747,-321.6033718
748.1039995,2922,10.72782584,-16.07641573,22.15285902,50.81786109,-31.3549789,229.6329427,-98.08348498,271.587737,0,86.17051647,-136.4485331,0,0,1533.602123,14.33212856,357.3881479
748.1119995,2922,-45.7528779,-33.93570683,-0.734904941,-115.960854,13.14119538,-357.6622561,21.43456551,-737.2160679,0,-73.49052355,198.9608599,0,0,526.5980581,-74.69973003,-266.0479573
748.1199995,2922,-77.17839973,-46.30410318,-43.6222313,114.6701525,-0.221372362,411.1590919,104.2452618,762.1246035,0,9.514958713,-242.2151943,0,0,447.3730198,68.83624936,92.98375333
748.1279995,2922,17.59430468,-16.40362832,39.66339235,-90.64723069,-22.05010991,-231.0428235,-150.5174146,-623.9173422,0,9.81206267,162.3002087,0,0,1609.542467,-44.30339421,150.720992
748.1359995,2922,-95.93238325,-20.85594311,-40.8469318,33.91619183,13.74440883,20.0595412,181.5461201,101.0245219,0,-68.23546581,-60.25394445,0,0,-227.6842299,-5.99918907,-321.0267326
748.1439995,2922,7.242729995,-9.144741984,22.69794714,53.05969305,-29.80130245,238.0099638,-90.21271558,278.7198669,0,97.7778994,-131.7838222,0,0,1508.673138,27.17849979,356.9459843
748.1519995,2922,-39.76100631,-27.67475496,10.96760774,-106.8374305,20.26127292,-354.7286335,18.62100823,-741.8687988,0,-78.98033735,198.2236923,0,0,503.9423004,-73.80720803,-274.9631579
748.1599995,2922,-55.19455606,-26.36609269,-14.26934113,142.1298537,11.66164761,421.4503193,107.5953202,769.2119553,0,20.56458815,-229.3711858,0,0,413.7074637,76.13472252,85.98781233
748.1679995,2922,37.50340968,-1.300533522,58.14496879,-73.49697318,-11.71545399,-214.5502467,-151.6683123,-610.3903709,0,29.33326023,175.7422086,0,0,1601.020002,-33.51064058,158.2888855
748.1759995,2922,-95.59321931,-25.22775167,-35.02655096,35.60668757,28.22548105,35.32927464,175.2912876,114.2938288,0,-77.54298458,-51.63325234,0,0,-244.0495279,-3.397261873,-323.0826568
748.1839995,2922,5.283763079,-10.14981619,32.48135928,63.69939213,-18.8184766,267.7114724,-93.8448592,328.3710031,0,83.31990651,-102.1876561,0,0,1513.833691,44.75579021,375.0367033
748.1919995,2922,-34.71529154,-18.23800785,12.68446572,-104.9487086,9.675512887,-355.5895067,17.56157811,-731.7935928,0,-74.51472312,219.38307,0,0,518.9195271,-67.69905852,-258.0756709
748.1999995,2922,-66.28999802,-26.31480723,-27.06036806,134.5189516,2.352821003,409.2764003,123.3445693,765.2228435,0,16.45683418,-247.1567678,0,0,367.8337047,60.21500616,73.9879428
