Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Event Id,,
158.2159999,618,-192.8117795,41.49381759,-7.349393491,64.27267498,55.75572657,64.65484352,-31.12281716,-3.36869605,-257.9399042,24.22581265,90.47470505,-99.33278421,0,-128.8105911,-349.4839894,0,,,
158.2239999,618,104.4883703,61.57497117,77.39153942,-15.61882742,15.05009578,-11.3644859,151.0807077,273.3329402,265.8084299,-10.2451279,-25.15166572,167.8511417,0,197.3195088,395.9348248,0,,,
158.2319999,618,1.808957279,100.0812262,-45.03266429,57.91481716,30.61203062,130.1458321,-270.5456017,-285.774657,-122.3930977,-2.955703562,76.52720138,-55.0151852,0,-53.70186161,68.52515275,0,,,
158.2399999,618,-114.5929446,38.62068712,65.89709885,32.43577519,63.78534302,-3.386936002,219.3115545,346.7557694,-41.50813997,42.3393604,52.14204475,29.25567113,0,2.548428918,-182.580072,0,,,
158.2479999,618,190.8507498,117.4595499,19.91861395,13.51181485,10.78830723,85.01090996,-134.9178114,-82.97442281,229.9368794,-6.456128546,12.96658828,140.3715679,0,168.9118796,524.3154403,0,,,
158.2559999,618,-172.7346355,61.52075242,-18.9568567,79.02088811,69.98428857,94.07105752,-58.14932481,-19.02353604,-266.769216,50.01409974,103.1240444,-94.66594842,0,-135.2410906,-357.5487324,0,,,
158.2639999,618,94.84102936,55.32736197,80.49009527,-17.69312034,32.14831613,-25.32188451,187.779069,323.4455841,259.0385315,11.57818508,-26.15774591,172.5823093,0,191.0808939,336.9251642,0,,,
158.2719999,618,32.02079863,110.3728764,-46.56242762,57.68525284,36.85358704,126.9869312,-270.7641061,-287.5870984,-92.7381723,3.000529791,60.50850845,-45.93339628,0,-36.7691972,114.7730444,0,,,
158.2799999,618,-111.498197,53.27201105,61.78834723,49.39303262,79.86923786,-4.155602635,231.3110989,353.8961113,-49.50652915,69.58087809,56.63609082,25.47328301,0,-3.590919273,-232.1783921,0,,,
158.2879999,618,200.0688658,114.4049552,15.68373396,0.669653378,13.10095472,53.01351294,-112.8490292,-67.87864653,259.3493254,16.19632492,-5.372354187,146.4369965,0,178.5662336,520.4482168,0,,,
158.2959999,618,-164.3624734,69.43092405,-28.32854912,71.92504118,65.75004454,82.20433809,-70.52281316,-36.24544378,-256.4414363,60.09965161,79.62279116,-110.6999046,0,-140.5639072,-344.6533412,0,,,
158.3039999,618,116.9801216,87.96001069,91.80915389,9.869115362,43.0045933,-10.11723714,185.0198971,342.927119,277.9355212,39.48258573,-11.52556415,183.3160808,0,187.5747558,314.7629805,0,,,
158.3119999,618,68.50317371,130.4874124,-34.70824633,63.46383481,38.26030874,126.8465976,-291.1249356,-288.4847457,-47.65985938,32.96408759,85.02699886,-10.43206134,0,-31.26495702,108.8851244,0,,,
