Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4
219.8559998,858,68.47032161,-14.22575242,-18.45699097,33.76286694,27.88529729,6.808649072,-6.257114554,211.2288125,39.59754777,7.785403455,-25.21461837,-9.681618763,-56.74279718,8.551046856,0,162.1366447
219.8639998,858,7.004504324,63.84578298,-12.38724669,23.08121376,-79.66114312,-10.72333204,-21.54529023,184.1552281,-1.568019448,-31.73393844,52.68954514,108.9623107,-93.53095243,-26.25197124,0,120.0178911
219.8719998,858,16.32334105,-136.3092471,-4.425900363,37.88881105,-14.44557451,61.7992401,-4.328241297,222.992031,41.04737097,19.7598251,-248.2452477,-0.522381073,-52.72277973,29.42981816,0,134.6811476
219.8799998,858,74.18225605,168.0615435,-40.7199504,24.81062593,-3.322970381,-12.52602603,-27.05997515,204.8721988,7.082801732,-45.73479798,127.2528496,60.39644492,-102.2935918,-42.61613314,0,166.8267842
219.8879998,858,-22.30309655,-82.9057275,-2.974665566,27.08815745,-104.3261688,61.18183815,-20.89597771,215.9702184,8.175590123,5.292865457,-193.7074426,66.9296802,-61.9865552,8.106895482,0,112.1722625
219.8959998,858,70.82238064,34.52765272,-30.74676306,19.72984216,23.32411253,32.19372119,-15.1262989,224.7509133,23.45049153,-17.7964743,-37.8933101,-6.394378076,-66.67850213,-15.64911955,0,179.2710217
219.9039998,859,8.998973367,96.11208134,-10.54145609,11.80870047,-94.64969117,13.05466358,-28.16101521,201.4005714,-11.46334869,-41.05180201,45.12662139,110.6677139,-105.0184205,-37.9732824,0,139.2407661
219.9119998,859,25.0459952,-137.5422055,21.57713448,21.24027744,-31.70933283,59.71491541,-0.584099109,222.700558,43.26429007,24.97418648,-246.340977,-4.26455275,-42.35766888,29.3928095,0,142.7952176
219.9199998,859,73.73053839,165.1519531,-15.62163397,19.08651004,2.618700288,-37.06646568,-8.267467781,188.3591434,42.30177332,-15.67884994,149.660443,60.27729621,-62.62962533,-15.50414561,0,148.497651
219.9279998,859,-57.12591771,-65.65567423,-18.936014,37.25809781,-108.5370875,61.56391429,-15.99118946,222.6148989,6.034382908,7.028452028,-183.3341664,75.5891871,-63.1233189,10.17915887,0,103.7607417
219.9359998,859,46.82347307,48.59160749,-39.66405354,17.08841522,2.897994385,43.61811057,-23.67963961,241.7525715,-23.40542227,-53.30719498,-56.97510439,0.170971922,-101.1206087,-51.14205373,0,198.5912518
219.9439998,859,9.476807252,107.9751793,0.794581934,4.458873764,-96.50289894,8.940698983,-32.80078427,204.2574593,-10.87037438,-38.10494533,37.70409531,107.9095872,-90.29192097,-35.76877749,0,140.4922055
219.9519998,859,6.643321062,-97.06766102,6.875976324,21.23851985,-35.04807481,79.48357457,-13.1735974,239.2677377,31.46669013,18.19926455,-244.3805745,-3.958761945,-38.13944395,23.41128627,0,144.477477
219.9599998,859,71.62864241,206.2294306,-8.777786715,3.02120143,-13.44228892,1.023729203,-24.95183811,212.40997,-9.284446302,-59.11747415,119.5081908,60.85629538,-99.09337709,-61.67539212,0,178.4541892
219.9679998,859,-15.69622444,-37.3112667,42.31238624,16.66568102,-101.7240148,70.50375707,-15.46485947,220.6285638,23.90369157,19.85519395,-193.2078884,69.21654854,-39.63910052,14.37267888,0,109.3202469
219.9759998,859,66.86275726,97.5442147,6.688344332,20.23229563,13.3594401,51.28390218,-16.86792497,234.1748262,29.20138713,-18.15693525,-22.11325809,4.474207039,-57.50767179,-22.54784901,0,178.6593828
219.9839998,859,10.2154195,166.7289602,34.06187559,18.31840798,-100.123931,30.92319065,-26.82606464,202.8526879,13.75571755,-29.22457496,55.15225969,118.7353334,-87.50384343,-31.73473017,0,132.3907261
219.9919998,859,19.01962705,-42.79533853,57.67275738,34.01831666,-33.68557998,91.9664951,-3.035136081,231.5364347,61.2711942,34.96616059,-227.0414417,3.554582803,-28.31786035,32.91140348,0,138.2214884
219.9999998,859,66.36409486,256.7892145,26.03087282,19.83660846,-14.05174616,23.75109959,-17.69050816,208.5166888,18.04292487,-54.7040205,149.9629315,70.27832435,-87.63924974,-59.52228018,0,173.06879
220.0079998,859,-24.01834957,1.451150649,68.97191047,32.9710072,-95.41372101,97.71806215,-4.724730359,213.246218,46.92915,16.6168677,-175.4127789,73.51127483,-34.74865841,17.63292059,0,108.7054658
220.0159998,859,59.46378456,123.5927348,30.48270566,33.15301799,23.85821009,72.04773096,-5.541378809,224.5618765,54.73271444,-12.41784934,-10.04733483,4.205447796,-44.28884183,-6.660989664,0,176.0978807
220.0239998,859,-12.22676791,176.3906342,38.48700891,24.04815948,-104.5944509,68.49437677,-24.70281369,208.4747635,6.348791113,-53.51161063,49.68313029,117.8768744,-93.37949659,-45.19070443,0,148.9677048
220.0319998,859,14.91985095,-44.24926784,71.98635298,36.78557481,-32.78967167,122.408673,1.811591515,228.9360361,57.55347912,22.04755656,-238.4541005,-6.01446616,-26.01380861,29.5826448,0,160.4637119
220.0399998,859,72.44064741,256.0385364,52.65120995,32.15747664,-7.5397385,32.39409246,-3.901821424,190.3078521,51.40293427,-28.54050165,149.7418373,50.71471616,-54.82351152,-27.08100651,0,178.0901332
220.0479998,859,-30.63168919,10.46539512,84.47162147,46.93322438,-99.89494664,109.2225807,9.379180738,200.0744212,68.53832384,24.43097785,-174.3683991,48.7601793,-16.91847482,27.52893161,0,117.3471134
220.0559998,859,67.20944901,137.9034458,54.69739249,45.68250183,27.96805076,81.04948031,9.677127434,208.0087288,63.88185206,-6.089982756,-7.851182404,-24.34864229,-32.90380439,-3.281805803,0,179.0941203
220.0639998,859,9.084141636,190.2126949,74.59205138,43.56781446,-90.72088259,72.76349997,-7.612829119,187.7680681,26.29733775,-33.25696447,49.10956174,91.15615879,-75.31013792,-28.43576829,0,139.9458286
220.0719998,859,19.10475021,-12.80888841,84.76865349,60.48524826,-38.09469285,143.4040485,6.640263193,227.4393804,70.48029307,27.24955122,-234.3064771,-24.84627412,-20.08957688,37.68889528,0,151.0977632
220.0799998,859,84.92163495,287.6570238,59.72101919,52.01814259,-18.31037535,65.56059904,-8.403069226,203.6456341,40.4087193,-31.45881167,147.6581922,39.73895159,-63.98187361,-24.82643328,0,173.2434727
220.0879998,859,7.031507092,21.71825276,113.871405,58.9448136,-91.00725196,131.3734182,10.41248756,206.7832764,56.95122995,24.5703935,-191.9722936,45.29905967,-27.63646986,30.64835955,0,120.8108028
220.0959998,859,83.89327958,158.212642,79.30531485,53.95372146,33.19018842,97.75120837,10.05666195,211.4183002,73.12659273,0.580217481,-13.32492702,-25.30685553,-21.26607547,7.255919464,0,174.9624474
220.1039998,859,9.360793289,227.0724459,87.6671908,51.02136622,-93.24241747,92.92890762,-7.909636578,191.7149902,37.47117167,-18.99064029,56.55845032,84.78309583,-51.73650866,-14.31421826,0,128.468748
220.1119998,859,24.65822449,24.65298125,95.80477686,61.27624505,-29.7780608,161.2921123,19.83006754,225.4193164,66.00273026,28.49264454,-234.146364,-30.18000536,-17.7423407,32.4419173,0,152.8330724
220.1199998,859,80.21833365,316.1166319,69.50353277,43.93999833,-12.48979084,84.07782372,8.475794507,198.4141924,31.88703514,-48.57963357,137.1040405,33.72051951,-73.52808154,-44.19293796,0,184.5777445
220.1279998,859,3.877268811,45.53053562,123.9336839,58.10870477,-91.69860423,152.8121858,24.17551574,207.1632969,66.1230234,20.81827937,-192.0254967,28.00008569,-23.7112772,31.71653731,0,122.7962108
220.1359998,859,99.34176642,173.376305,85.80390695,62.02170826,32.8389257,117.3290613,33.4585495,213.8446674,81.42460327,5.642459571,-6.606058046,-37.65447871,-17.72465636,14.75750151,0,178.8485356
220.1439998,859,31.43118428,224.5558627,97.1679818,50.69976395,-97.42254702,105.6101168,9.634815692,186.8847501,30.97147179,-25.9611724,52.97481847,80.666947,-57.27103051,-21.86008962,0,144.5978916
220.1519998,859,37.16318616,28.85567535,100.6055272,65.60825939,-34.62370011,173.3823592,20.19531669,223.5494946,77.08020366,35.35447111,-220.0013199,-35.52150561,-11.34748838,42.28844169,0,157.0061184
220.1599998,860,79.19234396,329.1134187,57.22570645,60.15323015,-19.84744319,109.2740504,1.185560985,207.0845999,40.44444792,-35.40929279,153.0299359,35.94701244,-61.3407011,-30.77379087,0,185.4243476
220.1679998,860,-11.60120463,65.37331367,104.9551661,65.28599872,-105.9919354,192.7528551,2.150118668,223.4069756,37.17112515,2.668484412,-199.5301027,34.98845138,-33.58716956,9.844894213,0,148.8179669
220.1759998,860,82.39720753,210.5667807,63.83058606,61.24671818,15.2721002,166.9352207,5.523261927,238.0276188,58.69022719,-20.02364932,-14.88317709,-34.85401291,-39.39798885,-8.327689788,0,212.5937214
220.1839998,860,19.62000568,259.3350704,63.91808005,51.00270413,-114.7203419,166.2528107,-8.377739727,216.3276506,15.54371048,-45.73477857,36.8418824,75.67953939,-75.73060629,-37.01066451,0,172.9996884
220.1919998,860,32.3878461,48.492842,79.92685793,56.97736919,-45.13872604,229.8208806,3.885735456,244.4713967,36.04562854,5.814786521,-240.0342849,-46.97977531,-28.09885,16.31021176,0,193.2237975
